c,n,n,n,n,n,n,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,n,n,e,c,x,d,m,p,n,n,e,c,x,g,n
1791.4,1972.3,2119.1,2285.8,2447.8,3199.1,3336.7,3479.9,3643.4,3778,4016.8,4210.3,4338.6,4553.5,4662.7,4827.2,5012.2,5167.2,5381.5,NaN,NaN,5712.3,NaN,5915.6,6069.9,6245.2,6465.4,6590,6708.4,6898.5,NaN,7100.7,7263.8,7440.2,NaN,NaN,7788.6,NaN,7991.6,8151.1,8320.2,8543.6,8668.1,8798.8,9021.6,9165.9,9276.2,9459.6,9613.8,9782.5,NaN,NaN,10140,10280,10390,10577,10733,10905,11203
1833.5,2035.3,2177.4,2353.2,2505.3,3271,3409.7,3544.8,3709.8,3881.7,4084.7,4279.4,4504.9,4629.1,4785.8,4945.7,5104.8,5266.2,NaN,NaN,5635.8,NaN,5864.5,6016.8,6172.8,6424.6,6539.1,6663.5,6828.5,NaN,7049.3,7213.1,7360.3,NaN,NaN,7697.1,NaN,7938.3,8092.9,8259.9,8499.7,8617.5,8744.1,8918.6,9106.1,9236.7,9397.5,9561.8,9715.7,NaN,NaN,10034,10210,10354,10512,10676,10835,11080,11274
