y,w,r,l,w,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,a,c,x,y
1992.6,2157.3,2435.6,2668.2,2842.4,3157.4,3305.7,3472.8,3541.2,3607.6,3709.6,3812.4,3879.9,4160.1,4309.6,4465.2,4533.5,4601.4,4701.7,4806.9,4874.3,5129.3,5274,5464.4,5670.4,5828.4,5966.6,6035.1,6290.2,6434.5,6621.7,6799.2,6965.4,7129.7,7199.3,7267.7,7368.4,7474.2,7542.3,7833,7978.7,8198.5,8387.3,8544.5,8697.2,8767.2,9034.9,9188.2,9386,9597.7,9755.2,9906.2,9975.3,10275,10424
2053.1,2308.9,2502.2,2748.9,3053,3223.8,3383.7,3522.7,3593.6,3672.5,3776.7,3874.4,4033.1,4224.4,4384.4,4516.1,4588.7,4667.9,4769.9,4867.8,5026.3,5255.4,5336.1,5534.6,5737.7,5901,6027.4,6189.8,6415.9,6500.2,6691.8,6883.8,7043.8,7180.4,7252.8,7332.6,7439.3,7534.4,7697.6,7965.4,8047.4,8267.8,8453.5,8622.2,8760.2,8919.8,9172.9,9252.8,9455.9,9664.7,9831.2,9966.1,10133,10406,10487
