l,l,l,w,r,w,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,a,c,x,y,x,y,l,r,l,w
1986.9,2881.4,3319.7,3591.8,4023.2,4188.7,4471.5,4638.2,4800,4869.9,4939.5,5039.8,5146.3,5215.3,5503.1,5672.7,5835.1,5903.7,5972.9,6076.1,6182.1,6248.8,6560.2,6732.8,6914.1,7316.9,7468.8,7621.3,7689.8,7758.5,7862.4,7967.5,8035.9,8306.1,8451.5,8641.8,8837.8,8995.7,9159.7,9229.6,9297.6,9401.6,9507.5,9578.3,9854.5,10004,10200,10404,10568,10732,10805,11084,11232,11420,11629,11787,11951,12021,12092,12196,12303,12373,12653,12802,13002,13152,13523,13690,13849,13919,13990,14094,14200,14270,14558,14710,14922,15125,15287,15439,15510,15792,15942,16180,16384,16549,16716,16787,17075,17227,17527,17684,17900,18369,18533,18765
2022.6,2925.9,3418.4,3736.5,4080.2,4328.6,4533.2,4705.3,4846.6,4917.8,4999.8,5105.8,5204.4,5364.1,5570.3,5745.3,5887.2,5955,6037.5,6144.8,6239.6,6399,6623.5,6823,7049.5,7376.3,7542.8,7668.3,7738.2,7819.1,7921.7,8028.6,8184.2,8428.1,8512.8,8711.9,8905.1,9071.1,9210.7,9280.6,9361.4,9469.3,9569.8,9729.3,9986.8,10064,10268,10467,10641,10795,10957,11220,11295,11492,11693,11861,12001,12072,12158,12260,12365,12524,12779,12866,13071,13358,13586,13769,13899,13970,14053,14160,14260,14426,14691,14772,14988,15188,15361,15501,15664,15921,16008,16248,16449,16625,16780,16946,17209,17287,17659,17745,17972,18426,18662,18956
