w,r,w,r,l,r,p,d,d,d,p,a,c,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,w,w,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c
8068.5,8354.4,8532.8,8804.1,8989.8,9177.4,9322.9,9479.1,9547.3,9613,9712.5,9813.9,9889.8,10174,10346,10731,10890,11048,11116,11182,11279,11384,11451,11756,11899,12137,12318,12473,12634,12702,12769,12869,12973,13038,13492,13657,13818,14137,14305,14460,14529,14596,14695,14799,14865,15398,15556,15730,16045,16204,16362,16430,16498,16598,16704,16772,17040,17182,17366,17546,17702,17849,17917,18183,18327,18514,18711,18852,19012,19081,19149,19249,19354,19422
8189.1,8411.5,8667.7,8867.4,9058.7,9234.1,9395,9526.8,9598.4,9674.6,9778.1,9871.2,10032,10240,10561,10795,10965,11098,11168,11245,11350,11442,11605,11883,11958,12200,12381,12549,12683,12753,12834,12936,13028,13191,13561,13744,14024,14209,14377,14509,14582,14656,14762,14854,15017,15458,15653,15925,16108,16279,16413,16482,16560,16668,16763,16924,17167,17244,17434,17616,17778,17911,18071,18308,18389,18582,18767,18927,19063,19136,19214,19318,19412,19576
