y,l,l,w,r,w,r,p,d,d,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,r,p,d,d,d,p,a,c,l,r,p,d,d,d,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c
6212.3,6253.8,7779.6,8749.4,9143.8,9316.1,9630.7,9783.5,9939.4,10008,10077,10177,10279,10348,10609,10799,10973,11281,11441,11596,11664,11733,11833,11938,12005,12266,12411,12605,12787,12939,13093,13163,13231,13334,13441,13508,13884,14031,14218,14418,14576,14724,14792,15059,15204,15381,15573,15732,15876,15946,16212,16357,16535,16730,16893,17051,17123,17414,17561,17733,17928,18082,18241,18311,18380,18481,18588,18656,18951,19099,19294,19495,19652,19814,19885,19956,20056,20163,20231,20585,20775,20935,21104,21173,21242,21345,21453,21522,21965,22112,22297,22470,22986,23146,23310,23382,23451,23556,23663,23731
6249.3,6314.1,7846.7,8903.3,9194.1,9491.3,9686.2,9852.5,9989.6,10059,10140,10240,10335,10495,10695,10905,11174,11347,11515,11645,11717,11796,11903,11999,12160,12397,12473,12674,12851,13016,13144,13215,13296,13404,13499,13664,14010,14093,14287,14486,14652,14784,14946,15189,15267,15448,15638,15809,15936,16100,16341,16425,16605,16797,16970,17117,17281,17543,17622,17808,17996,18161,18293,18366,18446,18552,18649,18810,19083,19161,19364,19561,19730,19865,19937,20021,20125,20225,20386,20654,20840,21010,21155,21225,21306,21416,21515,21675,22096,22174,22371,22665,23052,23223,23361,23436,23517,23624,23725,23886
