g,n,n,n,e,n,n,e,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a
1878.6,1995.3,2139.2,2316.4,2438.6,2681.5,2832.5,2956.2,3173.9,3465.8,3651.8,NaN,3852.3,4004.1,4177.3,4389,4514.2,4624.4,4805.4,NaN,5003.2,5160.6,5321.6,NaN,NaN,5645.8
1942.3,2095.4,2208.5,2401.6,2556.4,2773,2904.6,3064.2,3414.2,3590.5,NaN,3804.4,3951.8,4100.8,4348.8,4461.6,4587.5,4750.6,NaN,4951.4,5122,5258.8,NaN,NaN,5575.8,5792.6
