n,n,n,n,n,n,n,n,n,e,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,c,x,d,m,p,a,b,c,x
1998.5,2204.8,2871.1,2997.6,3146.1,3746.4,3896.8,4048.8,4217.8,4356.9,4598.5,4753.4,4874,5089.2,5253.4,5371.1,5596.2,5772.7,5894.8,6097.6,6249.3,6411.5,NaN,NaN,6751.9,NaN,6959.5,7114.2,7299.1,7519.3,7648.2,7760.1,7946.8,8100.6,8273.9,NaN,NaN,8627.7,NaN,8829.6,8988.2
2072.7,2263.2,2908.2,3066.6,3204,3820.3,3963.2,4110.8,4288.7,4466.5,4716.7,4826.8,4988.7,5158.9,5327.5,5496.1,5668.1,5845.1,6048.9,6199.3,6345.3,NaN,NaN,6665.7,NaN,6901.6,7063.2,7209.5,7479.3,7592.6,7722.6,7885.1,8045.1,8195,NaN,NaN,8528.2,NaN,8775.9,8935.9,9085.4
