n,n,n,n,g,n,n,n,n,e,n,n,n,n,e,n,n,e,n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c
1845.2,1986.5,2132.7,2262.2,2949.9,3065.4,3232.6,3449.9,3618.5,3746.4,4035.8,4102.1,4336.8,4503.4,4628.4,4846.8,5049.4,5186.9,5432.2,5593.9,5727.9,5961.9,6133.2,6253.1,6436,6589.8,6750.1,NaN,NaN,7081.4,NaN,7292.9,7443.1,7616.7,NaN,NaN,7965.9,NaN,8172.6,8329.3,8519.6,8738.8,8866.7,8979.7,9166.3,NaN,9366.3,9526.5,9697.6,NaN,NaN,10037,NaN,10239,10398,10588,10896,11043,11156,11352,NaN,11557
1881.6,2067.6,2180.8,2432,2996.3,3127.4,3290.2,3538.2,3683.8,3849.5,4071.2,4175.6,4409.9,4571.8,4742.2,4917.8,5142.2,5297.3,5556.1,5669.3,5849,6036.4,6206.8,6376,6529.5,6719.3,NaN,NaN,7004.8,NaN,7222.8,7384.7,7544.3,NaN,NaN,7874.7,NaN,8121.9,8276.4,8432.4,8699,8809.7,8943.2,9105.2,NaN,9313.8,9471.3,9624.3,NaN,NaN,9955.8,NaN,10188,10342,10499,10769,10966,11118,11278,NaN,11503,11652
