n,n,e,n,n,e,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,c,x,d,m,p,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,d,m,p,n,n,e,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x,g,n,n,e,a,b,c,x
1993.5,2147.4,2265.2,2485.4,2635.1,2748.3,2930.4,3086.3,3246.8,NaN,NaN,3579.1,NaN,3781.4,3937.5,4097.5,4317.3,4440.6,4551.6,4738.2,NaN,4940.1,5098.5,5260.2,5487.7,5612.2,5722.8,5909.7,NaN,6111.8,6272.3,6436.2,NaN,NaN,6774.1,NaN,6979.6,7141.2,7313.5,7542.4,7669.2,7779.5,7966,NaN,8171.2,8333.4,8499.9,NaN,NaN,8869.1,9012.5,9124.8,9311.3,9470.3,9636.2,NaN,NaN,9993.7,10136,10247,10435,NaN,10643,10804,10973,11197,11330,11446,11630,NaN,11837,12003,12188,NaN,NaN,12548,12692,12807,13018,13165,13278,13464,NaN,13673,13837,14017,14249,14381,14497,14721,NaN,14925,15086,15282,15514,15647,15763,15960,NaN,16168,16336
2064.3,2223.3,2393.2,2554.5,2709.9,2871,3037.2,3188.5,NaN,NaN,3502.9,NaN,3732.3,3882.2,4045.1,4279.1,4392.5,4518.4,4674.8,NaN,4888.2,5041.3,5209.3,5441,5561.8,5686.6,5848.3,NaN,6062.6,6213.6,6370.9,NaN,NaN,6692.9,NaN,6927.8,7087,7250.5,7497.3,7625.6,7742.5,7904.7,NaN,8118.8,8299.6,8433.9,NaN,NaN,8758.7,8955.2,9086.2,9237.6,9414.8,9573.6,NaN,NaN,9895.5,10064,10210,10373,NaN,10589,10752,10907,11155,11274,11408,11571,NaN,11784,11943,12118,NaN,NaN,12448,12622,12773,12929,13090,13247,13402,NaN,13619,13797,13949,14203,14318,14458,14624,NaN,14873,15027,15190,15465,15599,15724,15892,NaN,16113,16300,16456
