h,h,h,h,f,c,b,k,f,f,c,b,k,h,h,l,k,f,f,f,c,g,j,d,d,c,b,k,h,h,h,h,j,d,d,c,b,k,h,h,j,d,d,c,b,h,h,h,h,e,f,c,b,k,f,f,h,h,h,l,f,f,f,c,b,k,f,f,c,g,j,d,d,c,b,h,h,h,k,h,j,d,d,c,b,k,f,f,c,b,k,k,h,h,h,h,j,d,d
1986.2,2174,2366,2518,2651.6,2757.2,2839.2,2967.6,3120,3251,3357.2,3441.1,3569,3764.2,3919.3,4097.9,4262.7,4410,4540.4,4657.9,4759.9,4876,4964.1,5066.9,5186.8,5301.3,5383.7,5640.1,5821.8,5985.4,6182.5,6319.7,6454,6552.6,6674.5,6789.1,6870.8,7014.2,7217.2,7388.8,7508.8,7612.3,7735.8,7845.5,7926.5,8543.2,8723.5,9001.1,9180.8,9378.1,9658.5,9780,9861.7,9986.2,10142,10265,10912,11089,11424,11622,11825,11947,12076,12177,12261,12404,12551,12676,12785,12901,12993,13096,13220,13343,13417,14041,14212,14436,14683,14887,15014,15115,15240,15360,15437,15618,15776,15892,16000,16082,16243,16583,16779,17405,17602,17810,17921,18024,18151
2031.3,2234.1,2399.7,2551.6,2725.1,2817.8,2881.8,3036.1,3192.8,3323.6,3417.5,3486.5,3639.5,3811.1,3964.8,4195.1,4337.3,4487.1,4613.4,4735,4821.5,4930.3,5015.6,5164.9,5277.4,5362.8,5425.7,5706.1,5854.7,6030.5,6214.8,6383.5,6503.7,6651.9,6760.4,6849.1,6915.5,7085.1,7260.7,7433.3,7560.3,7711.6,7819.3,7906.8,7968.1,8599.5,8779.8,9039.8,9225.9,9423,9734.7,9843.1,9910.6,10061,10216,10338,10972,11149,11457,11707,11894,12018,12147,12238,12306,12476,12624,12753,12846,12947,13043,13199,13309,13399,13467,14077,14256,14471,14750,14934,15060,15216,15324,15416,15482,15690,15850,15968,16063,16134,16316,16660,16823,17446,17640,17855,17969,18124,18229
