e,h,e,h,e,h,h,h,f,c,b,k,f,f,c,g,j,d,d,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,k,f,f,c,b,k,f,f,c,b,k,h,h,f,c,g,j,d,d,c,b,k,h,h,j,c,b,k,f,f,c,g,j,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,h,h,l,k,f,h,h,j,d,d,c,b,k,f,c,b,k,h,h,j,d,d,c,b,k,h,j,d,d,c,b
1101.9,1308.8,1479.4,1630.2,1797.3,1975.7,2170.6,2349.4,2489.5,2589.4,2667,2810.1,2947.6,3064.3,3171.1,3280.6,3366.2,3462.1,3580,3691.6,3764.1,4001.7,4137.7,4255.2,4355.8,4432.2,4572.4,4745.8,4897,5009.8,5106.6,5218.3,5329.2,5406,5550.1,5695.7,5813.8,5918.5,5996.8,6119.4,6273.7,6406.2,6515.8,6597,6739,6932.4,7082.7,7200.2,7303.5,7417.1,7502.7,7601.2,7714.9,7827.6,7902.4,8106.7,8272.9,8428.2,8543.4,8638.9,8716.8,8863.9,9012.2,9137.7,9242.4,9354.7,9438.6,9539.2,9614.1,9758.9,9908.2,10028,10128,10205,10330,10645,10830,10943,11042,11160,11270,11347,11747,11920,12096,12284,12427,12905,13047,13167,13263,13381,13492,13574,13711,13865,13979,14068,14219,14412,14561,14671,14771,14888,15006,15080,15246,15573,15702,15795,15913,16026,16104
1172.2,1357,1536.4,1674.4,1849.6,2023.9,2234.9,2401.6,2556.2,2649.1,2712.7,2875.9,3014.2,3136.7,3233.5,3331.1,3416.2,3561.9,3661.9,3746.8,3805.5,4065.8,4209.1,4323.2,4417.4,4483.8,4642.3,4790.3,4941.1,5060.7,5201.7,5302.1,5386.3,5450.6,5616.8,5767.5,5883.1,5979.2,6050.4,6195.9,6346.6,6476.4,6579.1,6652.1,6808.5,6976.8,7131,7269.1,7365.5,7467.8,7549.6,7696.6,7802.1,7887.8,7955.3,8176.3,8317.6,8476.6,8593.2,8699.7,8773.9,8934.6,9084.9,9207.5,9304.8,9409.3,9494.2,9602.3,9672.3,9834.9,9982.2,10101,10191,10259,10400,10687,10876,10990,11142,11246,11333,11402,11777,11960,12196,12349,12496,12937,13093,13216,13356,13466,13551,13619,13782,13937,14045,14120,14291,14458,14608,14721,14866,14975,15064,15127,15316,15616,15749,15895,15996,16088,16154
