h,e,h,h,h,e,h,f,c,b,h,l,k,f,f,c,g,j,d,d,c,b,k,f,f,c,g,j,c,b,k,f,f,c,g,j,d,d,c,b,k,h,h,f,c,g,j,d,d,c,b,h,f,f,c,b,k,f,f,c,g,j,c,b,k,f,f,c,b,h,h,j,d,d,c,b,k,h,h,j,d,d,c,b,k,h,h,j,d,d,c,b,h,h,j,d,d,c,b,k,f,f,c,g,j,d,d,c,b
1614.6,1824.7,1987.2,2459.8,2618.3,2875.6,3044.8,3171.8,3273,3353,3505,3682.7,3881.6,4023.8,4137.5,4244.5,4355.4,4442.1,4539.7,4653.1,4765.4,4838.6,5031.9,5179.4,5298.2,5400.2,5510.4,5598.1,5697.2,5770.4,5900.7,6042.8,6161.5,6280.5,6381.2,6468.7,6568.5,6684,6793.7,6869.3,7084.2,7253.1,7425,7559.8,7664.2,7774.9,7859.1,7958.8,8082.9,8191.9,8269.1,8602.7,8762.3,8876.4,8976.4,9055.1,9185.4,9335.3,9460.3,9572,9682.7,9769.2,9867.7,9945.4,10082,10228,10349,10452,10532,10688,10845,10963,11061,11175,11286,11367,11566,12293,12448,12570,12667,12783,12898,12975,13135,13330,13480,13600,13698,13814,13924,14006,14417,14566,14674,14772,14893,15002,15082,15226,15389,15526,15650,15754,15839,15945,16061,16176,16252
1664.6,1867.8,2050.9,2523.5,2659.7,2929.9,3081.7,3244.5,3332,3396.2,3545.9,3809.4,3949.3,4097.2,4210.3,4306.1,4408.3,4488.2,4635.1,4739.5,4824.8,4892.8,5107.1,5252.3,5369.8,5459.6,5565.7,5649.8,5752.9,5817.3,5969.3,6116,6232.6,6332.9,6423.2,6516.3,6662.8,6769.4,6849.2,6918.5,7152.1,7312.1,7472.5,7632.7,7726.2,7828.9,7908.7,8061.1,8167.5,8249.9,8311.8,8670.9,8834.8,8946.8,9037.3,9104.7,9256.6,9409.2,9530.4,9632.7,9737.5,9816.1,9927,9991.4,10154,10300,10419,10513,10578,10731,10890,11011,11156,11256,11349,11421,11636,12326,12479,12619,12767,12869,12953,13020,13204,13374,13526,13646,13792,13901,13988,14050,14447,14601,14719,14869,14979,15061,15126,15301,15463,15600,15713,15810,15894,16043,16149,16242,16309
