h,e,h,e,h,h,h,f,l,f,c,b,k,f,f,c,g,j,d,d,c,b,k,f,f,c,k,h,h,j,d,d,c,b,h,h,h,j,d,d,c,b,k,f,f,c,g,j,c,b,k,f,f,c,g,j,c,b,k,h,h,j,d,d,c,b,h,f,f,c,b,k,h,h,j,d,d,c,b
1556.9,1820.6,1969.7,2161.8,2343.5,2516.5,2672.7,2829.8,2999.4,3328.4,3432.3,3507.7,3655.6,3812.9,3931.8,4034.3,4150.3,4240.3,4340.4,4456,4569.8,4641,4796.6,4951.4,5081.5,5183.5,5469.4,5629.1,5785.8,5896.7,5991.7,6111,6229.1,6303.1,6486.3,6681,6834.3,6948.8,7047.6,7164.9,7282.2,7357.9,7604.4,7753.8,7871.3,7976.6,8090.2,8175.4,8281.8,8358.4,8510.7,8667.8,8789.4,8895.2,9016.6,9104.1,9206.2,9286,9451.8,9659,9798.5,9913.6,10014,10133,10244,10324,10656,10787,10913,11021,11099,11319,11518,11675,11796,11894,12012,12126,12205
1615.5,1869,2008.8,2214.3,2385.4,2575.1,2742.4,2900.9,3210.2,3397.3,3492.8,3561.8,3730.1,3884.6,4009.1,4096.9,4201.5,4290,4435.3,4543,4625.8,4691.4,4866.6,5027.1,5157.2,5247.3,5539.5,5676.8,5832.1,5949.3,6090.3,6200,6284.7,6345.2,6534.1,6724.7,6881.2,7002.9,7141.3,7250.9,7338.8,7397.7,7672.8,7829.9,7949.2,8042.5,8144.8,8228.2,8343.1,8412.7,8586.9,8745.3,8864.8,8956.8,9071.9,9156.8,9266.1,9336.4,9524.3,9702.6,9848.8,9971.6,10111,10224,10308,10376,10698,10861,10992,11090,11161,11396,11565,11725,11848,11991,12097,12190,12256
