h,h,h,f,h,h,j,d,d,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,k,f,f,c,g,j,d,d,c,b
3876.9,4511.9,4961.1,5106.7,5318.3,5474.4,5600.1,5695.5,5811.3,5922.7,5997.7,6121.9,6269.1,6388.4,6494.5,6568.4,6711,6902.5,7051.9,7159.2,7254,7369.9,7479.2,7555.8,7690.1,7848.9,7970.1,8074.5,8184.4,8270.4,8373.4,8488.1,8594.5,8668.3
3949.9,4542.8,4998.5,5177.5,5363.3,5518,5647.7,5793.6,5896.2,5983.2,6044.8,6190.7,6341.6,6460.3,6561.3,6627.3,6790.4,6956.2,7103.7,7212,7355.8,7458.5,7541.4,7605.2,7763,7922.2,8043.3,8138.4,8237.6,8320.9,8471.9,8577.4,8658.4,8725.5
