u,u,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,a,b,l,e,r,w,a,b,l,e,r,x,r,n,n,a,b,l,e,t,d,x,d,x,s,r
1446.9,1609.8,1786.2,1959.4,2191.7,2328.1,2426.1,2522.6,2701.7,2877.8,3064.8,3196.5,3296.2,3450.5,3544.6,3701,3827.8,3992.3,4135.2,4234.6,4329.7,4508.3,4688.5,4888.5,5012.7,5115,5265.8,5366.3,5520.7,5645.2,5835.6,5918.7,6013.9,6194.6,6372.1,6569.2,6773.7,6858.6,6959.3,7129.8,7313.3,7512.2,7780.2,7967.8,8177.2,8337.1,8439.8,8536.5,8716,8901.2,9102,9227.9,9330.3,9475.3,9575.2,9736.5,9881.9
1486.1,1655.9,1830.2,2044.2,2266.4,2401.2,2499.4,2589.1,2818.2,2968.7,3133.4,3246.3,3372.9,3496.9,3619.4,3775.5,3894.4,4075.8,4212.2,4311.8,4396.6,4633.9,4782.9,4957.9,5067.4,5194.3,5317.8,5444.4,5583.8,5719.9,5888.1,5995.7,6082.8,6313.2,6464.8,6653.2,6814,6932.9,7025.9,7258.9,7399.7,7585.2,7883.9,8061.9,8257.2,8414.9,8518.6,8601.8,8838.8,8994.4,9171.3,9285.6,9407.9,9532.2,9654.1,9815.5,9956.6
