u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,w,u,r,n,n,a,b,l,e,r,w,a,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,w,a,r,n,n,a,b,l,e,t,d,x,d,x,s,r,e,u,r,n
1009.8,1351,1553.7,1734.2,1968.6,2113.5,2211.5,2309.5,2528.5,2714.2,2920.2,3052.2,3161.7,3332.1,3473.9,3661.8,3807.7,3905.8,4005.5,4188.4,4377.9,4580.6,4705.9,4811.2,4970.4,5069.4,5234.7,5378.2,5554.6,5699.3,5799.8,5897.7,6074.6,6262.4,6469.8,6601,6706.2,6857.9,6955.1,7115.3,7255.9,7428.9,7574.7,7673.2,7769.4,7955.5,8137.8,8337.1,8536.9,8686.4,8832.5,9044.5,9187.4,9292,9391.3,9565.6,9752.3,9959,10153,10229,10410,10621,10766,10868,10967,11149,11337,11543,11668,11776,11930,12032,12199,12332,12517,12670,12773,12871,13054,13245,13446,13650,13753,13936,14174,14319,14420,14520,14707,14894,15109,15238,15346,15503,15598,15766,15909,16094,16306,16446,16685
1045.1,1393,1599.2,1813.8,2041.2,2181.2,2283.1,2367.8,2643.9,2809.9,2986.2,3108.5,3249.3,3406.2,3550.3,3747.3,3881.4,3981.7,4071.5,4310.6,4472.8,4643.5,4764.7,4894,5017.1,5144.6,5309.3,5447.6,5637.8,5775.1,5873.8,5962.2,6195,6349.4,6533.9,6656.2,6784.9,6905.1,7031.8,7190.9,7328.9,7513.4,7648.8,7749.8,7835.3,8079.6,8228.5,8411.7,8568.3,8746.2,8928.7,9131.6,9264.3,9368.2,9453.8,9687.6,9847.6,10041,10185,10318,10501,10710,10840,10945,11034,11271,11428,11612,11729,11858,11983,12112,12277,12402,12600,12745,12848,12935,13177,13342,13525,13682,13856,14044,14256,14395,14495,14586,14834,14990,15178,15297,15426,15551,15677,15844,15987,16184,16358,16535,16763
