u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,w,a,r,n,n,a,b,l,e,t,d,x,d,x,s,r
1149.4,1327.1,1529.2,1699.7,1987.8,2137.6,2236.3,2336.6,2525.4,2713.8,2920,3062.8,3171.1,3337.5,3482,3660.5,3812.1,3915,4012.4,4197.1,4384.9,4595,4730.5,4836.1,5001.2,5101.5,5274.6,5416.1,5602.8,5749.7,5853.4,5951.6,6139.8,6329.1,6539,6672.1,6777.7,6937,7035.6,7201,7347.8,7545.2,7688.8,7791.9,7891.9,8078.4,8262.2,8461.9,8664.7,8767.3,8952.9,9167.1,9314.8,9414.3,9516.7,9692.3,9885.3,10100,10234,10340,10497,10599,10772,10922
1189.3,1374.5,1573.2,1784.8,2062.5,2210.6,2311.5,2397.7,2641.8,2804.3,2982.2,3115.7,3249.7,3413.5,3559.8,3737,3888.3,3989.7,4077,4324.8,4475,4658.5,4784.6,4916.3,5054.7,5182.7,5348.8,5493.1,5684.5,5827.5,5931.4,6017.7,6260.7,6426.8,6607.5,6727.8,6859.8,6989.3,7115.2,7280.5,7420.2,7628.1,7767,7872.1,7959.2,8203.8,8354.3,8543.2,8706.3,8857,9048.5,9255,9392,9491,9586.8,9821.9,9985.7,10170,10290,10417,10546,10683,10848,11003
