u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r
1172.2,1334.6,1617.6,1759.3,1983.6,2125.8,2223.7,2319.8,2502.8,2682.2,2884.9,3011.2,3115.6,3277.2,3421.8,3622.4,3767.9,3866.4,3961.4,4149.7,4331.2,4531.7,4657.5,4758.4,4913.1,5011.8,5175.3,5314.5
1214.1,1424.3,1671.5,1843,2057.5,2199.8,2297.6,2380.2,2616.3,2772.6,2944.1,3065,3196,3349.5,3499.5,3704.1,3842.2,3941.1,4029.1,4269,4414.4,4602.4,4710.4,4839.5,4962,5090.8,5251.1,5389.2
