u,u,u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,s
1031.2,1178.8,1349.9,1552.9,1794.9,1981.8,2323.2,2465.3,2693.5,2841.8,2945.3,3041.2,3232.3,3418.7,3624.3,3753.6,3861.8,4029.7,4171.2,4974.6
1075.8,1228.4,1402.8,1597.5,1840.1,2061.9,2370.1,2556.9,2776.1,2918.4,3019.8,3099.2,3350.4,3505.8,3684.7,3806.9,3940.6,4101.3,4246.6,5076.5
