u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,r,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,w,a,b,l,e,s,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,n,r,w,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r
1218.8,1411.2,1615.6,1959,2281.7,2444.7,2654.9,2799.2,2900,2993.2,3183.2,3369.5,3568.3,3698,3805.1,3971.1,4105,4280.6,4420,4519.3,4615.7,4796,4979.3,5181.2,5462.8,5560.4,5737.4,5917.5,6118,6238.8,6340,6490.1,6590.5,6752.9,6886.1,7059.1,7199.2,7298.1,7395,7573.8,7758.4,7963.2,8098.4,8202.3,8353,8450.6,8610.1,8746.6,8910.3,9049.2,9150.4,9245,9420.6,9606.8,9794.2,10001,10076,10177,10364,10549,10749,10876,10977,11129,11228,11399,11523,11698,11842,11940,12035,12218,12404,12609,12735,12842,12997,13093,13256,13394,13567,13711,13811,13905,14087,14278,14482,14611,14810,14890,14987,15177,15361,15569,15694,15795,15961,16058,16227,16362,16542,16692,16790,16888,17083,17270,17481,17617,17726,17887,17986,18157,18298
1260.7,1454.9,1647.3,2054.9,2336.3,2534.8,2733.8,2872.5,2976,3055.4,3301.9,3463,3632.6,3747.6,3882,4045.6,4175.4,4358,4494.4,4594.1,4680.4,4909.9,5073.8,5256.8,5543.5,5626.7,5852,6009.1,6181.7,6290.2,6416.4,6541.8,6662.9,6823.6,6956.2,7139.9,7271.4,7374.5,7461.9,7700,7855.1,8031.6,8154.3,8278.2,8402.9,8531.2,8684.3,8825.1,8992.6,9127.6,9229,9311.5,9540.8,9698.9,9871.6,10040,10156,10245,10484,10638,10817,10931,11061,11181,11306,11470,11597,11785,11915,12018,12105,12338,12498,12677,12789,12929,13046,13173,13332,13465,13652,13790,13890,13976,14210,14371,14532,14693,14850,14964,15055,15295,15454,15636,15751,15879,16012,16141,16302,16438,16628,16766,16873,16960,17203,17365,17548,17674,17809,17939,18061,18236,18370
