i,l,w,r,n,n,a,d,f,a,b,r,i,i,i,w,r,n,n,a,d,f,a,b,r,i,l
1371.6,1564,1810.8,1990.1,2218.2,2344.6,2453.1,2550.8,2633.1,2736.2,2811.2,2929.6,3512.3,3890.8,4217.2,4367.2,4533.6,4699.5,4817.3,4927.3,5023.7,5106.7,5211.1,5285.5,5402.8,6142.2,6340.5
1413.9,1597.4,1928.6,2063,2290.2,2415.8,2511.3,2602.8,2683.6,2790.5,2858.7,2996.8,3556.8,3935.6,4273.1,4473.2,4606.5,4769.8,4890.6,4987.5,5077.8,5155.8,5269.2,5334.1,5476.7,6185.2,6372.3
