l,l,l,i,l,i,l,i,l,i,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,l,i,l,i,l,i,f,a,b,r
1438.8,1992.7,2244.2,2412.2,2656.2,2805.8,3002.8,3144.6,3397.7,3548.1,3751.7,3901.5,4108.7,4241.4,4434.9,4551.2,4687.5,4866.4,5047.4,5166.6,5276.4,5374.7,5459.4,5565.3,5637.1,5756.3,6263.7,6461.8,6589.4,6761,6891.8,7134.8,7237.3,7406.3,7571.8,7767.2,7891.1,8001,8100,8182.8,8289.6,8362.3,8481.9,9056.2,9185.2,9435.8,9569.5,9795.3,9909.3,10051,10237,10421,10543,10654,10754,10839,10945,11018,11137,11688,11806,11957,12131,12311,12434,12546,12644,12727,12833,12907,13024,13427,13656,13784,14076,14202,14344,14449,14608,14767,14941,15060,15172,15269,15354,15461,15534,15654,16249,16377,16574,16696,16931,17082,17682,17825,18009,18138,18381,18506,18663,18767,18840,18960
1469.6,2029.9,2280.7,2457.8,2695,2852.8,3037.3,3191.7,3435.6,3596.7,3790.4,3950.3,4147.1,4291.8,4473.4,4610.7,4811.4,4943.9,5119,5237.5,5339.1,5430.2,5512.2,5625,5690.3,5830.5,6310.9,6498.8,6640.3,6799.7,6941.7,7175.2,7301.3,7514.8,7647.1,7840.4,7961.4,8063.3,8154.3,8236.6,8352.3,8419.5,8558.9,9093.5,9233.8,9472.9,9619.6,9834.1,9973.3,10179,10313,10494,10617,10717,10809,10890,11004,11073,11217,11727,11862,12073,12208,12386,12507,12605,12698,12781,12893,12960,13102,13476,13691,13834,14114,14250,14383,14509,14710,14843,15014,15130,15234,15326,15408,15521,15589,15732,16286,16426,16613,16746,16970,17133,17716,17873,18048,18192,18418,18556,18719,18826,18894,19035
