l,i,i,l,i,i,w,r,n,n,a,d,f,a,b,r,i,w,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r
1297.3,1504.1,1828.3,1981.4,2105.1,2421.2,2566.8,2726.2,2905.2,3016,3121,3216,3296.5,3397.4,3466.9,3577.5,3944.2,4350.2,4514.2,4654.9,4771.5,4878.3,4974.2,5055.2,5154.7,5224.1,5339.5,5715.4,5900,5995.9,6143.6,6315.4,6486.1,6599.7,6705.8,6800.8,6882.7,6984.3,7057,7169.5,7352.7,7470,7576.2,7672.6,7755.4,7856.7,7930.9,8047.3,8224.3,8342.1,8451.4,8547.2,8629.8,8731.3,8805.4,8924.1,9427.7,9623.2,9721.8,9872.3,10033,10201,10316,10425,10521,10603,10708,10780,10894,11448,11578,11808,11929,12119,12217,12355,12536,12707,12828,12937,13034,13117,13219,13290,13407
1329.1,1546,1873.1,2012.8,2150.3,2479.5,2669.3,2796.8,2973.3,3085.1,3181.1,3268.3,3349.1,3451.4,3520.9,3654.2,3988.2,4457.7,4581.2,4725.7,4841.6,4936.9,5024.8,5103.8,5209.7,5274,5410.9,5759.6,5932.6,6063.1,6254.1,6382.2,6557.3,6669.2,6761.6,6852.8,6931,7038.2,7106.8,7240.2,7426.7,7541.6,7632.3,7725.9,7806.7,7913.7,7981.1,8114.8,8294.2,8413.5,8507,8599,8679.3,8787.1,8852.1,8995.7,9470.4,9653.9,9778.5,9980.1,10107,10276,10388,10483,10575,10654,10764,10832,10966,11482,11624,11840,11981,12155,12284,12482,12611,12780,12902,12997,13090,13172,13276,13344,13479
