l,i,l,i,i,l,i,l,i,l,i,l,i,w,r,n,n,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l
1986.3,2340.9,2587.1,2725,2941,3150.5,3284.5,3494.2,3617.8,3836.8,3957.6,4139.6,4240.7,4390.3,4546.3,4728.8,4842.8,4947.8,5022.7,5139.9,5415.7,5618.1,5718.3,5860.2,6037,6222.3,6339.4,6446.2,6542.4,6623.6,6724.8,6798.9,6916.4,7384.6,7555.1
2018.7,2384.4,2617.4,2767.4,2982.7,3186.2,3330.6,3532.6,3662.8,3868.8,4003.8,4175.4,4297.8,4492.1,4624.5,4800.2,4910.2,5005.8,5073.6,5209.1,5459.8,5653.7,5782.1,5973.5,6112.2,6291.8,6407.8,6501.4,6592.6,6670.7,6777.8,6843.8,6987.5,7426.3,7585.2
