l,i,r,r,r,r,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,n,e,e,a,b,r,l,i,r,e,e,a,b,r,l,l,i,i,l,i,r,e,e,e,a,b,r,n,n,a,b,r,l,i,l,i
1035.5,1217.1,1367.4,1525.8,1684.3,1851.8,1981.8,2120.3,2234.2,2305.2,2453.9,2620.8,2763,2896.1,2966.8,3120.3,3306.2,3486.9,3624.8,3742.7,3814.9,3950.2,4119.8,4256.6,4383.6,4512.8,4583.5,4747.3,4835.8,4956.5,5095.9,5210.7,5282,5432.1,5604.3,5769.9,5900.3,6022.2,6093.8,6240.8,6415.1,6549.2,6688.7,6759.5,6896.5,7065.9,7211.9,7350.5,7474.2,7547.1,7688.8,7867.5,8055.1,8202.3,8325.5,8469.6,8587.2,8659.5,8811.7,8990.8,9012.6,9178.4,9348.9,9495,9671.4,9813.2,9931.2,10070,10203,10330,10405,10562,10746,10895,11040,11111,11289,11466,11659,11830,12004
1091.6,1246.4,1416.6,1577.8,1740.6,1908,2076.6,2208.8,2283.6,2350.9,2516.1,2687.6,2832.9,2943.1,3015.3,3177.6,3355.8,3579.3,3711.8,3791,3859.4,4014.7,4189.2,4319.4,4448.6,4561.6,4632.1,4784.4,4889.1,5048.5,5184.3,5261.5,5324.5,5491.8,5669.4,5868,5987.8,6069.7,6140.2,6303.1,6485.4,6620.7,6738.1,6809.7,6962.4,7132.4,7324.2,7452.6,7529.7,7594.5,7756.7,7922.5,8086.4,8253.2,8429.7,8561.1,8633.6,8703.9,8868.8,9011.4,9043.1,9207.3,9386.9,9551.8,9701.7,9861.8,10029,10169,10304,10382,10450,10621,10815,10965,11090,11159,11359,11522,11696,11890,12052
