l,l,l,r,r,r,r,i,i,i,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,n,l,e,e,a,b,r,n,n,a,b,r,l,i,l,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,l,i,i,r,e,e,a,b
1320.5,1488,1653.3,1805.8,1974.1,2148.6,2321.6,2501.6,2655.5,2807,2962.2,3090.9,3233.9,3368.7,3473.4,3550.5,3691.5,3876.5,4008.7,4132.2,4263.9,4343.2,4488.9,4655,4724,4847.1,4919,5072.1,5163.1,5277.4,5415.8,5540.1,5616,5737.4,5918.9,6072,6209,6332,6406.2,6550.8,6718.6,6855.7,6991.4,7064.6,7201,7371.4,7530.6,7668.8,7794,7931.1,8052.6,8130.2,8266.5,8447.5,8581.3,8707.1,8785.2,8923.8,9103.6,9263.5,9416,9551.8,9672.1,9749.8,9899.3,10079,10214,10347,10421,10557,10735,10892,11043,11170,11290,11426,11549,11628,11786,11965,12099,12227,12367,12441,12583,12749,12908,13042,13167,13241,13415,13605,13746,13886,14022,14096,14234,14419,14574,14749,14882,15004,15138,15265,15341
1368.1,1545.6,1706.8,1857.8,2028.8,2209.5,2380.2,2539.5,2700.2,2858.8,2996.2,3150.9,3338.7,3445.5,3536.8,3605.5,3762,3945.3,4082.8,4206.5,4322,4397.6,4555.2,4691,4765.5,4899.3,4970.5,5111.7,5216.2,5376.6,5519.2,5595.9,5665.8,5815.1,5986.2,6179.1,6308.8,6387.4,6457.5,6617.2,6788.5,6924,7045.1,7115.1,7272.8,7427.8,7569.7,7723.8,7895.5,8027,8111.5,8182.1,8336.8,8519,8650.3,8765.9,8839.7,8996.6,9179.2,9326.6,9517.5,9646,9732.3,9796.5,9970.6,10154,10287,10401,10471,10624,10795,10942,11106,11226,11387,11520,11607,11676,11858,12036,12169,12297,12422,12495,12650,12809,13014,13148,13222,13295,13491,13678,13819,13959,14076,14150,14307,14481,14618,14793,14938,15113,15242,15319,15392
