i,i,r,l,l,l,r,r,r,v,x,a,b,r,n,n,a,b,r,n,e,e,a,b,r,v,x,a,b,l,r,e,e,a,b,r,n,n,a,b,r,l,i,l,i,l,e,e,e,a,b,r,n,n,a,b,r,l,i,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,l,r,e,e,a,b,r,n,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,l,i,l,i,r,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,i,i,r,e,e,a,b
1499.7,1765.9,1958.4,2135.5,2309.8,2466,2631.8,2815,2997.8,3185.9,3265.4,3406.5,3476.1,3625.2,3799.7,3932.6,4064.6,4135.5,4292.7,4484.6,4636.3,4770,4896.1,4967.5,5114,5276.3,5342.8,5465.9,5535.6,5713,5799.3,5913.5,6051.7,6172.9,6246.2,6392.3,6570.3,6701.1,6840.3,6911.3,7047.6,7225.5,7394.3,7555.2,7733.4,7889.2,8046.5,8183.9,8315.1,8437.5,8508.7,8641.2,8823.4,8961.3,9092.7,9163.9,9311,9490.6,9678.2,9834.6,9946.6,10064,10201,10324,10398,10580,10759,10899,11030,11160,11232,11382,11550,11616,11737,11809,11955,12049,12167,12299,12426,12499,12632,12806,12943,13069,13206,13276,13410,13576,13763,13899,14021,14159,14289,14362,14526,14718,14858,14985,15057,15210,15390,15581,15754,15936,16069,16190,16323,16398,16629,16799,16938,17074,17208,17280,17417,17608,17783,17921,18049,18122,18290,18464,18612,18745,18818,19133,19313,19464,19584,19723,19851,19948
1523.9,1797,2011.8,2195.6,2371.6,2526,2690.3,2872,3057.1,3223.1,3305.5,3455.9,3529.3,3694.6,3867,4002.5,4113.9,4186.2,4358.5,4550.8,4734.9,4871.9,4946.3,5013.3,5177.4,5309.6,5384.5,5514.5,5581,5751.5,5846.7,6015.4,6148.8,6223.2,6295.5,6452.6,6641.6,6775.6,6890.2,6959.8,7114,7270,7430.2,7618.1,7773.2,7950.2,8144.2,8286.3,8412.6,8489.8,8554.9,8736.7,8900.3,9037.6,9143.7,9214,9378.6,9548.3,9714.8,9871.5,10000,10166,10306,10379,10445,10653,10828,10969,11102,11211,11282,11430,11577,11661,11785,11858,11998,12096,12270,12402,12476,12547,12698,12878,13018,13139,13254,13330,13480,13633,13804,13957,14129,14259,14343,14404,14593,14792,14927,15037,15111,15286,15453,15620,15812,15975,16128,16296,16375,16447,16696,16864,17012,17146,17257,17328,17482,17660,17893,18018,18101,18166,18359,18534,18683,18798,18871,19176,19352,19521,19689,19822,19900,19970
