r,r,r,l,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,e,e,a,b
1166.6,1354.3,1533.9,1720.7,1870.3,1998.2,2137,2256.3,2327.1,2522.6,2698.4,2845.4,2990.7,3123.2,3195.5,3348.6,3543.8,3606.6,3727.2,3796.7,3982.5,4069,4191.7,4328.4,4452.3,4522.4,4702.7,4883.7,5022.2,5160.5,5232.6,5378.7,5547.7,5702.8,5840.8,5965.5,6038.6,6203.4,6387.5,6523.7,6647.3,6723.4,6873.5,7045,7114.8,7240.2,7314.2,7484.1,7576.2,7692.3,7830.1,7956.6,8029,8198.2,8381.1,8520.8,8652.3,8729.6,8887.9,8980.8,9094.5,9228.7,9357.5,9427.5,9592.7,9764.3,9953.1,10090,10215,10290
1223.7,1405.8,1591.4,1779.8,1921.9,2088.5,2229.2,2303.6,2379.4,2590.6,2765.5,2910.2,3054.8,3175.8,3242.6,3415.1,3570.7,3643.1,3774.2,3845.8,4018.8,4122.4,4288.2,4419.4,4501.9,4573.4,4770.4,4951.2,5090.8,5212.5,5280.6,5443.6,5600.7,5806,5934.5,6015.4,6083.8,6277.5,6458.8,6589.5,6706.8,6777.6,6944.2,7085,7156.6,7294,7369.1,7527.8,7630.1,7790.2,7929.5,8007.4,8077.1,8266.8,8449.2,8587.4,8707,8781.4,8931.6,9034.3,9192.8,9322.1,9407.5,9480.8,9664.2,9835.1,10057,10194,10269,10346
