i,i,r,l,l,r,r,r,r,l,r,i,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,l,r,e,e,e,a,b,r,n,n,e,e,a,b,r,i,l,i,r,e,e,a,b,r,l,n,n,a,b
1755.3,1993.2,2185.2,2369.2,2552.2,2733.2,2918,3110.5,3287.9,3466.6,3618.4,3812.8,3960.6,4075.3,4208.3,4330.7,4399.5,4545.8,4739.2,4876.2,5016,5140.3,5213.6,5361.5,5528.6,5687.5,5821.6,5945.4,6015.8,6161.4,6327.7,6476.8,6621.2,6688.3,6862.3,6948.7,7059.4,7194.6,7333.6,7446,7520.1,7671.6,7847.8,8014.4,8173.6,8310.3,8434.7,8505.7,8704.2,8951.9,9124.6,9313.8,9449.8,9564.7,9699.8,9825.3,9896.4,10060,10094,10256,10412,10558,10626
1784.4,2025.8,2232.2,2426.3,2609.4,2786.2,2968.7,3169.9,3344.3,3519.4,3673.4,3844.6,4004.2,4174.6,4299.6,4379.5,4446,4608.3,4803.3,4939.6,5081.6,5191.2,5265.3,5398.5,5579.9,5793.8,5915.8,5994.1,6062.7,6218.9,6392.3,6544.9,6668.2,6735.6,6898.2,6996.6,7165.2,7287.8,7419.3,7496,7571.9,7729.1,7913.4,8081.1,8283.6,8415.6,8487,8555.5,8767.3,8987,9182.8,9348.2,9494.7,9661.2,9793.2,9875.7,9945.3,10090,10116,10326,10482,10606,10679
