l,l,l,i,r,r,l,r,e,e,a,b,r,n,n,n,i,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,e,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b
1014.2,1199.8,1415.2,1638.1,1797.8,1980.3,2137.6,2267.8,2452.5,2588,2709.2,2782.6,2924.6,3095.4,3239.3,3380.1,3541.2,3592.1,3730.3,3901.2,3969.5,4098,4171.5,4330.7,4419.8,4537.2,4678.6,4804.7,4879,5045,5213.6,5348.7,5474.8,5546.5,5689.7,5867.9,6035,6168.8,6291.3,6428.6,6548.7,6622.2,6766.5,6947.7,7088.5,7226,7299.4,7440.7,7616.3,7782.8,7924.4,8045.8,8187,8323.2,8451,8526.1,8680.2,8868.3,9044.2,9180.7,9303.4,9438.9,9562.4,9637.7,9827.9,10011,10157,10292,10366,10530,10706,10887,11015,11140,11276,11403,11478
1071.5,1256,1475.5,1677.5,1850.8,2042.2,2195.2,2323.3,2558.1,2690.8,2763.4,2840.6,2992,3162.6,3313.9,3448.8,3574.2,3640.8,3797.4,3931.4,4007.9,4153.5,4225.2,4371.3,4472.2,4639.6,4783.4,4862.7,4927,5117.6,5283.7,5416.6,5528.5,5603,5762.1,5926.9,6082.9,6227.7,6401.1,6521.2,6602.5,6678.4,6838.5,7022.1,7162.5,7279.7,7355.9,7510.1,7677.8,7833.2,7981.3,8151.7,8290.9,8429.9,8505.7,8575.1,8751.8,8930.3,9093.5,9237.7,9406.7,9543.8,9619.2,9687.3,9902.7,10086,10231,10346,10413,10598,10766,10933,11072,11242,11377,11457,11527
