r,r,r,r,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,e,e,a,b,r,i,l,e,e,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,r,e,e,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b
1046.2,1223.3,1402.5,1560.7,1732.3,1869.6,1997.2,2120.1,2238.3,2309.2,2462.1,2627.4,2772.3,2899.4,3014.6,3087.6,3228.8,3397,3537.5,3666.3,3736.3,3893.9,3980.8,4093.4,4227.6,4348.4,4422.4,4595.7,4769.9,4912.7,5047.3,5170.4,5242.7,5393.1,5428.8,5568.5,5713.7,5849.2,5969.6,6041.9,6185,6358.3,6537.8,6657.1,6777.2,6917.2,7042.2,7114.7,7275.2,7445.4,7581,7707.9,7779.4,7940.8,8032.6,8150.1,8283.9,8405.9,8478.9,8629,8808.5,8941.1,9076.9,9147.9,9293.7,9463.8,9593.1,9713.9,9848,9972.8,10049,10230,10414,10485,10613,10685,10828,10920,11040,11175,11300,11375,11528,11700,11845,11977,12050,12196,12384,12557,12697,12821,12955,13080,13157,13332,13531,13672,13808,13881,14043,14233,14404,14547,14666,14801,14927,15001
1100.3,1278.9,1457.7,1611.9,1772.2,1921.8,2088.3,2215.5,2288.6,2356.6,2539.2,2696.7,2874.4,2994.3,3069.5,3138.2,3295.8,3465.7,3607.7,3721.7,3790.5,3930.4,4040.4,4199.9,4326.8,4407,4472,4666.2,4842.5,5019.4,5143.2,5226.7,5293.8,5427.2,5460,5615.4,5819.8,5949.7,6026,6094.7,6259.2,6417.9,6580,6713.2,6885,7016.6,7096.8,7163.5,7346.5,7517.2,7654.8,7763.9,7832.8,7990.9,8089.9,8252,8382.2,8459.9,8531,8698.3,8879,9016.1,9130.6,9201.4,9364.9,9521.6,9649.1,9821.8,9951.4,10031,10096,10306,10458,10524,10669,10740,10873,10973,11143,11278,11360,11426,11600,11774,11917,12032,12104,12266,12446,12604,12756,12930,13053,13136,13210,13407,13604,13744,13865,13935,14117,14297,14453,14603,14769,14904,14985,15057
