l,l,l,r,l,i,i,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,l,l,r,e,e,a,b,n,n,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b
1155.3,1326.7,1490.6,1637.4,1811.8,1996.2,2142.1,2275.3,2394.2,2510.3,2644.1,2770.8,2845.2,2979.6,3141,3271.7,3401.7,3527.7,3600.3,3756.6,3930.5,3995.8,4111.7,4187,4338.5,4430.8,4546.2,4683,4801.7,4879.7,5012.5,5183.3,5331.3,5466.2,5587.6,5726.8,5848.3,5925.7,6077.8,6269,6402.3,6535,6670.7,6743.4,6874.1,7043.9,7211.9,7344.9,7470.5,7546,7700.5,7889.8,8026.2,8169.7,8297.8,8377.4,8512.1,8683.9,8752.9,8872.9,8949.4,9150.3,9236.6,9352.7,9495.1,9621,9696.3
1212.9,1387.9,1533.6,1701,1876.5,2034.7,2183.8,2313.4,2448.2,2617.4,2742.3,2824.8,2890.4,3044.8,3215.2,3344.4,3472.6,3578.4,3648.4,3831.5,3956.9,4039.4,4168,4238.8,4385.6,4489.6,4655,4780.3,4859.1,4934.7,5043,5244.1,5397.2,5522.5,5689.5,5832.1,5907.2,5979.1,6147.5,6339.3,6473.5,6608.9,6721.8,6799.9,6944.1,7105.8,7314.3,7441.8,7525.7,7591.7,7762.2,7964.6,8096.5,8238.9,8358.8,8430.7,8583.9,8720.1,8795.9,8928.7,9001.1,9190.3,9293,9460.2,9596.9,9675.8,9744
