i,i,r,r,r,r,e,a,b,r,n,n,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,e,e,a,b,i,r,e,e,a,b,r,n,l,l,i,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,l,e,e,a,b,r,l,i,l,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,i,l,i,l,i,l,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b
1005.8,1248.2,1413.2,1605.7,1784.1,1963.9,2082.8,2213.5,2282.4,2461,2638.7,2774.4,2922.2,2990.5,3153.4,3330.2,3463,3594.8,3664.5,3806.7,3974.6,4039.2,4158.2,4227.9,4393.2,4476.8,4589,4721.3,4841.8,4911.4,5052.3,5219,5360.4,5509.6,5643.5,5764.7,5836,6031.4,6115.9,6228.4,6365,6485.6,6556.8,6708.1,6878.8,7043.8,7206.9,7379.5,7533.2,7660.9,7778.1,7913.2,8034.4,8107.5,8255.9,8422.7,8565.5,8701.5,8771.4,8909.2,8997.4,9113.9,9256.9,9374.1,9445.2,9591.5,9765.2,9941,10078,10201,10272,10435,10607,10799,10957,11140,11292,11412,11557,11671,11744,11917,12087,12231,12364,12491,12564,12726,12904,13046,13175,13247,13392,13568,13632,13765,13835,14003,14095,14209,14352,14479,14550,14721,14893,15040,15174,15247,15411,15590,15771,15939,16134,16308,16477,16641,16777,16899,17041,17166,17239,17413,17593,17748,17894,18022,18096,18376,18537,18657,18791,18919,18992
1038.5,1287.8,1470,1661.3,1842.6,2019.8,2191.9,2261.6,2333,2533.9,2712.3,2847.9,2970.4,3044.3,3224.1,3398.4,3535.1,3643.4,3718.3,3870.7,4010.2,4082.6,4208.3,4276.7,4434.3,4532,4690.3,4816.8,4893.4,4956.7,5115.4,5293.8,5432.2,5616,5741,5816.2,5890.3,6075.8,6173,6332.4,6460.3,6538.3,6606.5,6773.3,6946,7102.9,7270,7420.9,7576.5,7714.6,7875.9,8012.6,8084.9,8148,8320.6,8490.7,8634.3,8755.3,8824.7,8949.1,9051.2,9220.7,9348.7,9425.3,9492.6,9658.8,9824.5,10051,10175,10254,10324,10501,10667,10836,11017,11178,11348,11524,11651,11725,11795,11987,12156,12340,12460,12547,12616,12788,12975,13111,13227,13298,13457,13600,13678,13815,13882,14052,14152,14326,14446,14530,14600,14783,14965,15108,15224,15300,15481,15647,15807,16005,16171,16367,16519,16704,16840,17005,17143,17219,17291,17482,17667,17822,17966,18079,18148,18426,18598,18765,18893,18976,19046
