r,l,i,l,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,e,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,e,a,b,r,n,n,r,l,l,i,i,i,i,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,i,l
1044.2,1234.2,1405.3,1570.1,1735.2,1873.1,1987.1,2128.8,2244.1,2314.7,2488.8,2665.5,2810.5,2951.2,3080.9,3150.1,3289,3455.6,3517,3641.8,3711.8,3858.9,3946.7,4057.7,4195.8,4321.2,4390.8,4548.8,4722,4865.8,4995.2,5064.7,5212.5,5379.5,5451.5,5579.3,5648.2,5811.6,5898.9,6014.6,6154.3,6275.6,6347.4,6495.3,6672.6,6818.9,6962,7031.6,7230.5,7318.1,7431.3,7576.4,7706.8,7824.2,7895.7,8042.7,8221.2,8377.7,8524.6,8737.8,8886.1,9044.1,9214.5,9378.4,9524.5,9691.1,9818.2,9937.4,10073,10198,10271,10453,10621,10754,10885,10958,11110,11284,11346,11472,11543,11713,11800,11912,12048,12182,12423,12596
1101.7,1290.2,1442.1,1625.5,1773.6,1920.1,2089.1,2214.4,2294.4,2364.6,2554.1,2736.2,2877.3,3017.1,3128.9,3201.5,3353.1,3480.3,3555.8,3690.2,3758.5,3886.8,3994,4156.8,4291.8,4375.6,4440.3,4607.1,4790.8,4936.8,5043.9,5116,5277.3,5412.4,5489.1,5631.1,5698.2,5857.5,5954.5,6120.9,6252.4,6321.3,6394.3,6559.9,6744.9,6891.1,7013.1,7084.9,7265.3,7373.5,7535.9,7667.9,7796.8,7875.6,7944.2,8107.2,8285.2,8450.5,8583.7,8797.2,8933.9,9075.5,9254.8,9416.4,9565.5,9727.9,9875.3,10040,10175,10252,10319,10522,10696,10827,10939,11009,11175,11306,11384,11523,11595,11748,11848,12013,12151,12258,12465,12656
