i,r,l,r,r,r,r,r,r,i,l,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,n,n,n,a,b,r,v,x,a,b,r,l,i,l,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,l,i,l,i,i,i,i,i,r,e,e,a,b,r,n,n,a,b,r,l,i,i,l,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,r,l,l,i,i,r,e,e,a,b,r,n,n,a,b,r
1135.3,1323,1491.1,1644.7,1805.6,1981.3,2154.3,2329,2492.9,2685.3,2840,3004.4,3143.7,3254.9,3331.4,3480.4,3649.8,3793.8,3928.8,4057.4,4127.7,4264.5,4440.8,4609.7,4747.3,4861.5,4935.4,5075,5244,5377,5508.8,5579.7,5754.2,5840.5,5957.1,6100.2,6213.6,6284.9,6420.3,6598.5,6736.9,6876.4,6946,7132.5,7304.6,7443.9,7570.9,7692,7763.1,7915.5,8096.4,8160.6,8283.6,8357.9,8499.2,8678.6,8854.4,9025.1,9181.6,9318.2,9438.7,9512.9,9650.8,9827.7,9957.4,10095,10165,10308,10400,10517,10654,10782,10857,11012,11187,11319,11449,11577,11648,11793,11960,12036,12155,12228,12387,12480,12595,12731,12857,12933,13082,13249,13388,13532,13671,13742,13891,14055,14123,14236,14312,14504,14593,14708,14848,14973,15049,15191,15372,15555,15729,15892,16084,16237,16410,16584,16724,16845,16984,17110,17183,17327,17526,17666,17804,17877,18022,18208,18391,18552,18723,18913,19038,19162,19238,19401,19568,19719,19854,19983,20057,20300,20395,20512,20650,20781,20854,21052,21232,21578,21747,21938,22111,22269,22417,22541,22680,22804,22879,23059,23231,23376,23515,23588,23757
1170.3,1358.5,1546.6,1698.3,1860.6,2037,2212.3,2389.2,2553.3,2725.1,2905.7,3096.8,3227,3312.4,3383.1,3546.2,3718.5,3864.7,3999.3,4108.8,4179,4328.8,4492.9,4697.4,4838.1,4916.5,4987.4,5145.6,5312.8,5448.2,5560.3,5631.7,5793.9,5901.7,6064.2,6192.4,6265.8,6333.8,6485.7,6666.2,6806.8,6929.3,6997.9,7205,7373.5,7516.3,7642.9,7743,7817.2,7987.5,8126.1,8201.8,8338.3,8411.2,8565.6,8739.8,8891.4,9086.5,9288.5,9412.9,9493.6,9561.5,9717.7,9902,10033,10149,10215,10351,10462,10621,10757,10839,10907,11077,11257,11394,11522,11628,11702,11863,12007,12079,12209,12279,12432,12538,12689,12839,12912,12982,13144,13315,13457,13606,13723,13789,13953,14090,14164,14292,14360,14544,14651,14811,14953,15030,15096,15257,15433,15593,15786,15934,16130,16284,16451,16628,16779,16944,17090,17166,17230,17391,17593,17735,17859,17931,18089,18268,18428,18602,18783,19004,19137,19217,19290,19468,19642,19790,19928,20037,20108,20341,20448,20619,20748,20833,20902,21125,21304,21626,21781,22001,22149,22313,22477,22643,22780,22858,22930,23129,23307,23452,23567,23642,23820
