r,r,l,r,l,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,l,r,e,e,a,b,r,n,n,a,b,r,l,l,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,l,i,l,i,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,l,r,e,e,a,b,r,i,i,i,i,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b
1035.6,1229.6,1408.9,1566.3,1726.8,1868.2,1988.1,2130.3,2245.4,2315.7,2461.7,2631.4,2784.3,2924.3,2994,3133.6,3307.6,3385.4,3517.2,3585.8,3756.8,3849.8,3961.3,4095,4215.8,4289.7,4434.2,4614.2,4760.2,4891.5,4961.7,5127.5,5308.9,5487.1,5627.1,5744.2,5876.8,6001.7,6073.8,6223.7,6406,6543.5,6670.7,6799.9,6869.9,7032.5,7117.5,7231.2,7362.9,7484.6,7558,7711.4,7888.2,8060,8267.8,8440.6,8615.7,8756.8,8875.1,9009.9,9132.7,9205.2,9354.4,9527,9678,9817.8,9948.4,10019,10182,10272,10384,10520,10644,10715,10880,11093,11244,11382,11453,11603,11778,11859,11994,12063,12273,12363,12475,12611,12739,12811,12979,13182,13374,13561,13756,13905,14023,14162,14285,14358,14534,14735,14878,15020,15154,15226,15367,15560,15744,15877,16004,16077
1090.9,1279.3,1467.5,1623.3,1783.1,1923.5,2090.8,2220.4,2296.5,2364.8,2527.1,2703.3,2858.3,2973.8,3046.4,3198.6,3353.4,3425.4,3566.3,3637.5,3796.9,3897.4,4061,4194.1,4268.8,4337.2,4501.4,4677,4829.2,4944.2,5014,5198,5369.4,5518.3,5683.8,5847.1,5978,6054.2,6121.9,6291.7,6471.6,6613.7,6743.8,6848.3,6921.8,7071.1,7171.7,7330.3,7461.7,7539.2,7608,7774.6,7960.4,8115.2,8308.8,8498.7,8660,8815.2,8979.5,9108.1,9184.1,9252.3,9420.4,9592.4,9745.8,9885.9,9999.4,10058,10225,10324,10491,10612,10694,10761,10947,11160,11314,11436,11505,11668,11811,11898,12045,12114,12308,12412,12578,12709,12787,12860,13045,13223,13417,13605,13794,13961,14132,14258,14337,14408,14602,14804,14950,15091,15203,15275,15433,15619,15850,15973,16058,16128
