r,r,r,i,l,i,i,r,e,a,b,r,n,e,e,a,b,i,l,i,r,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,i,l,i,r,e,e,a,b,r,n,n,e,e,a,b,r,i,l,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b
1123.6,1293.7,1451.9,1652.8,1815.4,1992.6,2163.8,2296,2411.4,2537.6,2607.9,2745.2,2917.7,3067.3,3204.9,3322.7,3396.5,3683.7,3841.9,4016.8,4151.4,4267.2,4398.5,4468.9,4637.2,4825.5,4981.7,5117.2,5234.4,5309.1,5474.8,5652.2,5795.5,5922,5997.8,6152.3,6335.4,6507.5,6650,6771.6,6908.9,7031.5,7104.7,7380.8,7546.6,7707.8,7846.5,7973.1,8108.6,8226.2,8303.4,8462.1,8639,8778.2,8929.8,9062.6,9183.5,9258.4,9426.8,9694.8,9859.1,10047,10184,10308,10381,10562,10742,10872,11011,11082,11231,11422,11605,11745,11870,11945
1175.9,1343.8,1505.6,1699.4,1872.3,2032.8,2199.1,2347.2,2507.7,2587.8,2656.1,2811.9,2987.5,3174.7,3301.3,3378.2,3450.1,3731.2,3904.3,4066.1,4202.4,4368.6,4451.1,4520.8,4709.2,4898,5088.7,5215.1,5290.2,5360.2,5546.5,5728.8,5867.6,5978.6,6050,6226.2,6394.4,6557,6705.3,6871,7007.2,7085.1,7152.2,7430,7607,7754.9,7904.3,8076.6,8206.6,8285.7,8351.4,8533.2,8710.5,8846.2,9035.2,9156.9,9245.1,9308.5,9494.5,9743.6,9922.6,10150,10283,10362,10433,10638,10814,10945,11067,11135,11300,11481,11704,11847,11930,12000
