i,i,l,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,i,i,l,i
1218.9,1394.1,1530.4,1859.4,1987.3,2120.2,2247.9,2320.1,2469.6,2640.8,2785.7,2925.9,2997.1,3174.9,3269.1,3387.1,3522.4,3653,3724.1,4074.8,4250.4,4394.6,4582.7
1256.1,1434.1,1583.9,1909.2,2085.8,2218.6,2295.9,2364.2,2522.8,2709.2,2856.1,2976.9,3046.3,3216.1,3319,3489.8,3619.6,3702.4,3770.6,4115.1,4290.4,4452.8,4609.2
