i,i,i,i,l,r,e,e,a,b,r,n,n,a,b,r,n,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,n,e,e,e,a,b,r,n,n,l,i,i,l,r,e,e,a,b,r,n,n,a,b,r,l,i,l,i
1124.8,1283.6,1441.5,1596.1,1739.3,1873.4,1987.2,2127.4,2239.1,2309.6,2456.3,2620.2,2770.6,2902.9,2972.8,3115.7,3295.8,3442.6,3577.2,3701.8,3772.3,3927,4101.3,4239.2,4375.2,4444.1,4578.8,4748.8,4817.9,4929.1,4997.7,5183.2,5271,5387.3,5526.5,5647.1,5721.2,5869.6,6047.1,6192.7,6332.5,6460.6,6529.1,6677.8,6874.8,7012.2,7135.9,7211.2,7353.5,7525.7,7711.3,7845.1,7969,8041.5,8230,8417.4,8546.3,8685.5,8841.9,8912.4,9092.2,9185.5,9297.6,9437.4,9565.5,9636.2,9791.1,9973.8,10114,10237,10380,10450,10604,10692,10805,10942,11070,11141,11340,11522,11664,11832,11988,12132,12269,12388,12465,12614,12798,12956,13121,13314,13499,13659,13794,13913,14055,14179,14252,14402,14575,14723,14863,14935,15089,15259,15443,15626,15832
1157.3,1316,1476.9,1624.7,1793,1919.7,2085.9,2217.7,2291.5,2360.3,2514.6,2682.1,2838.6,2952.8,3024.5,3172.3,3363.4,3548,3674.2,3752.3,3820.4,3983.2,4169.9,4309.3,4425.4,4495.2,4637.8,4775,4849.3,4975.8,5047.2,5219,5319.8,5491.7,5624.2,5698,5764.7,5927.5,6115.1,6297.4,6431.5,6514.4,6582.4,6744.3,6942.6,7080.5,7189.5,7263.1,7420.4,7582,7814.3,7945.9,8022.8,8086.8,8301.8,8484.4,8619.4,8754.1,8888.7,8964.2,9133.6,9233.9,9406.5,9530.8,9616.1,9689.2,9859.5,10042,10183,10308,10431,10500,10644,10742,10912,11043,11121,11191,11407,11589,11734,11903,12097,12230,12370,12449,12516,12680,12867,13023,13182,13352,13543,13722,13851,14018,14148,14232,14304,14469,14646,14796,14914,14984,15154,15315,15479,15686,15870
