r,r,r,r,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,i,l,e,e,a,b,r,l,l,i,i,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b
1135.9,1306.9,1485.4,1685.4,1867.5,1996.4,2133.3,2242.3,2317,2503.3,2682.8,2821.7,2961.8,3095.9,3165.6,3300,3472.4,3656.2,3783.4,3905.2,3980.4,4159.1,4338.4,4488.8,4627.1,4702.1,4856.5,5045.9,5200.6,5332.9,5472.6,5542.6,5707.6,5896.4,5965.2,6084.5,6161.1,6345.5,6434.7,6546.4,6680.9,6803,6875.2,7024,7240.8,7380.9,7515.2,7644.9,7722.3,7881.1,8110,8291.7,8475.3,8616.4,8741.9,8815.1,8964.4,9164.9,9333.2,9519.1,9703.8,9869.3,9962.4,10075,10219,10341,10414,10612,10800,10937,11073,11214,11285,11426,11606,11675,11808,11880,12098,12189,12303,12438,12565,12639
1188.2,1360,1546.4,1743.9,1925.6,2087.3,2222.4,2294.2,2363.1,2570.5,2750.7,2885.1,3028.4,3142.7,3213.8,3360.8,3525.4,3745.9,3883.7,3959.8,4027.7,4234.5,4404,4554.7,4683.2,4749,4925.6,5115.2,5269.7,5397.7,5519.3,5590.8,5782.6,5929.2,6002.9,6139.5,6208.6,6383.2,6487.3,6648.2,6776.8,6853.9,6923.7,7090.6,7303.3,7447.8,7582,7699.4,7769.9,7947.1,8159.6,8356.5,8574.3,8715.3,8796,8865.3,9035.7,9224.5,9394.4,9561.7,9745.1,9911.9,10016,10182,10313,10392,10462,10686,10869,11005,11141,11262,11336,11497,11641,11712,11860,11935,12139,12241,12395,12541,12617,12685
