r,l,r,r,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,i,e,e,e,a,b,r
1169.5,1346.3,1523.5,1694.6,1845.7,1982.7,2120,2235.7,2306.4,2462.7,2637.6,2772.9,2915.5,3055.3,3126.5,3300.8,3392,3505.7,3647.4,3770.4,3840.9,3986.3,4174.2,4317.4,4454.2,4523.8,4673.9,4837.9,4909.9,5031,5102.8,5270.1,5359.6,5476.1,5619.6,5760.2,5889.9,5962.3,6112.2,6285.1,6431.4,6578.5,6654.9,6824.8,6919.6,7030.8,7167.7,7296.7,7368.3,7517.7,7688.5,7828.8,7974.9,8046.3,8191.5,8366.3,8435.5,8551.2,8622.2,8803.6,8892.4,9006.2,9142.6,9265.9,9337.9,9489.8,9667.2,9814.8,9948.9,10087,10157,10306,10470,10531,10656,10728,10895,10990,11105,11241,11374,11504,11577,11727
1205.8,1405.9,1577.1,1746.8,1893.1,2076.3,2204.9,2287.3,2354.9,2529.9,2704,2846.2,2984.9,3106.1,3175.2,3335,3441,3613.8,3742.3,3821.5,3889.6,4052.2,4243,4384.4,4502.9,4573.2,4736.8,4872.1,4949.5,5080.9,5149.2,5310.2,5408.8,5579.1,5714.5,5864.5,5944.8,6013.1,6178.1,6353.4,6500.7,6633.5,6708.8,6869.9,6967.4,7134.7,7266.2,7349.1,7412.5,7582.4,7761.7,7903.3,8024.2,8097.5,8253.3,8392.7,8473.2,8602.4,8675,8841.5,8944.2,9111.9,9239.1,9319.7,9390.6,9556.5,9740.4,9885.2,10022,10139,10206,10366,10491,10571,10705,10778,10936,11041,11210,11340,11471,11556,11629,11793
