i,l,i,r,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,l,i,l,e,e,a,b
1137.6,1306,1494.5,1665.2,1842.9,1985.5,2122.1,2249.8,2324.3,2511.1,2698.6,2846.5,2999.5,3130.1,3202.7,3347.4,3521.2,3686.7,3825.6,3949.3,4024.7,4192.1,4379.8,4535.3,4668.6,4807.6,4879.5,5039.3,5226,5448.5,5627.3,5813.4,5943.3,6074.4,6149.1
1173.6,1362.4,1529.8,1720.2,1899.8,2095.5,2227,2299.2,2370.4,2580.6,2772.3,2913,3069.8,3177.9,3250.8,3414.6,3575.8,3797.2,3921.2,4007.1,4073.4,4257.5,4446.4,4600.9,4738.3,4857.7,4930.4,5104.8,5289.6,5494.3,5691,5910.3,6047.7,6128.8,6202.6
