l,l,l,l,r,r,r,r,i,r,i,l,r,e,e,a,b,r,n,n,n,a,b,r,l,l,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,i,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,r,x,r,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,a,b,r,n,n,n,a,b,r,l,r,e,e,a,b
1317.6,1476.8,1639.4,1809.2,1974.3,2170.2,2368.3,2574.8,2774.8,2940.9,3164.9,3319.2,3457.4,3590.3,3729.7,3856.9,3929.2,4088.1,4264.8,4399.4,4540.2,4671.9,4743.8,4890.7,5068.6,5215.2,5339,5493.5,5634.1,5764.5,5840.2,5994.8,6178,6312,6449.5,6522.3,6662.4,6850.6,7026.9,7147.8,7272.1,7410.7,7534,7612.6,7749.7,7926,8069.3,8208,8329.5,8409.3,8562.9,8740.3,8879.6,9007.8,9088.7,9250,9343.6,9464.5,9602.9,9731.7,9808.3,9941,10128,10268,10404,10479,10626,10806,10982,11143,11253,11383,11527,11656,11730,11887,12075,12211,12346,12421,12578,12674,12798,12943,13064,13144,13338,13544,13730,13876,14032,14172,14301,14449,14578,14655,14815,15029,15169,15308,15389,15518,15712,15901,16054,16185,16321,16399,16572,16781,16922,17056,17203,17279,17444,17650,17824,18031,18170,18301,18377
1368.6,1533,1699.9,1868.4,2036.7,2230.9,2434.4,2640,2828.1,3014.4,3213,3386.6,3520.9,3695.4,3833.7,3914.5,3988.5,4174.4,4337,4477.8,4610.5,4726.8,4804.5,4981.6,5128.3,5279.5,5409.7,5599.7,5736.9,5823.8,5894.5,6070.4,6249.4,6387.3,6504.4,6578.8,6743.4,6915.7,7072.1,7208.8,7372.6,7509.8,7593.5,7663.9,7817.8,8000.9,8177.8,8302.9,8394.6,8469.1,8638.4,8811.4,8954.9,9069.4,9144.7,9307.7,9404,9568.6,9702.7,9792.3,9861.3,10016,10202,10342,10460,10535,10704,10871,11034,11190,11316,11487,11629,11715,11787,11968,12146,12286,12401,12476,12630,12741,12907,13041,13133,13201,13415,13611,13761,13919,14086,14239,14407,14552,14639,14712,14895,15105,15245,15374,15448,15601,15776,15954,16116,16292,16380,16454,16656,16854,17001,17130,17260,17337,17527,17719,17890,18135,18274,18365,18434
