i,i,i,r,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,r,l,i,r,r,l
1112.2,1277.2,1435.2,1590.8,1750.6,1868,1992.5,2127.7,2245.6,2314.8,2459.2,2623.7,2755.3,2888.8,3024.3,3094.5,3253.9,3427.4,3507,3630,3699.4,3907.8,3993.8,4109.3,4247.5,4369.2,4440.9,4579.1,4771.6,4928.6,5061.5,5186.1,5257.8,5404.1,5573.9,5709.3,5840.5,5910.2,6039.8,6212.8,6363.3,6504.1,6630.9,6702.9,6866.9,7044.1,7189.2,7325.8,7397.3,7534.2,7703.3,7873.8,8032.7,8176.9,8345.2
1147.4,1307.8,1470,1623.7,1784,1920.8,2089.2,2211.9,2295.2,2364.6,2522.1,2690.9,2819.5,2958.8,3073.8,3140.7,3318.9,3469.3,3538.4,3678.9,3751.5,3946.7,4041.3,4213.3,4344.5,4420.8,4490.6,4641.9,4839.8,5024.5,5162,5238,5306.4,5466.4,5640.9,5779.4,5893.6,5963.3,6108.2,6260.4,6470.1,6599.2,6683.8,6751.7,6930.8,7115.4,7256.9,7375.4,7449.3,7606.4,7759.6,7912.3,8089.2,8233.9,8399.2
