i,i,r,r,r,r,r,r,r,e,a,b,i,l,i,r,e,a,b,r,n,l,i,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,l,i,i,l,r,n,n,a,b,i,r,e,e,a,b,r,n,l,i,i,i,i,i,r,e,e,a,b,r,n,n,n,a,b,i,i,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,i,i,e,e,a,b
1577.3,1802.2,1988.3,2168.5,2357.9,2507.8,2685.5,2865.5,3036.3,3167.4,3290.1,3357.8,3636.2,3806.9,3993,4128.6,4245.7,4377.7,4446.8,4639.9,4805.1,4989.6,5177.3,5338.8,5477.5,5595.5,5727.8,5851.3,5921.3,6061,6227,6373.7,6504.9,6617.7,6692.3,6839,7018.4,7156.6,7287.2,7361.4,7521.1,7696.4,7864.8,8024.4,8198.8,8338.2,8511.3,8642.2,8774,8848.6,9017.3,9099.9,9214.3,9347.1,9470.2,9545.3,9714.3,9884.5,10053,10223,10377,10528,10705,10859,10991,11109,11240,11365,11435,11617,11789,11924,12063,12183,12259,12418,12502,12615,12749,12879,12949,13100,13274,13420,13557,13687,13762,13932,14026,14141,14279,14399,14472,14639,14814,14961,15102,15232,15308,15520,15611,15726,15865,15984,16060,16218,16398,16529,16675,16746,16926,17015,17130,17269,17395,17468
1617.2,1841.1,2048.1,2230.3,2410,2572.2,2747.9,2929.8,3100,3266.7,3345.5,3415.3,3682.8,3872.6,4040.1,4192.9,4346.1,4433.4,4501,4714.9,4873.3,5055.7,5217.8,5383.8,5535.8,5698.4,5820.3,5903.8,5971.8,6130.3,6294.1,6475.1,6599.1,6680.1,6747.4,6912.2,7083,7227.8,7350.9,7421.2,7598.6,7752.6,7908.7,8065.3,8236.6,8414.4,8579.3,8711.4,8834.7,8906.6,9061.1,9163.2,9318.5,9449.9,9531.2,9599.5,9786.5,9961.4,10115,10277,10429,10588,10751,10902,11052,11215,11334,11429,11492,11694,11863,11997,12129,12248,12321,12467,12566,12720,12853,12934,13009,13176,13344,13494,13630,13748,13820,13990,14088,14245,14378,14465,14533,14713,14887,15035,15177,15294,15365,15579,15682,15832,15967,16049,16117,16295,16464,16602,16730,16802,16977,17079,17233,17368,17452,17521
