r,r,r,r,r,e,e,a,b,r,n,n,n,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,r,n,n,a,b,r,l,l,l,i,e,r,e,e,a,b,r,n,n,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n
1131.1,1293.9,1484.4,1677.6,1849.2,1994.2,2122.8,2249.7,2320.7,2501.2,2685.8,2855.3,2985.7,3122.5,3192.9,3346.7,3529.4,3676.5,3823.6,3953.6,4024.4,4161.2,4343.8,4505.5,4647.6,4770.9,4844.5,5013.9,5191.2,5327.9,5471.1,5606.8,5677.3,5826.9,6039.6,6102.5,6218.9,6289.3,6439.1,6608.3,6744.8,6878.7,6950.6,7108.2,7286.5,7442.4,7465.3,7612.8,7769.4,7858.6,7984.4,8115.2,8238.2,8311.6,8447.2,8623.3,8769.1,8903.6,8974.5,9110.5,9292.5,9431.8,9560.3,9634.5,9780.8,9967,10133,10283,10416,10552,10677,10751,10905,11080,11214,11351,11479,11552,11704,11887,11956,12088,12158,12375,12463,12581,12719,12847,12921,13088,13274,13422
1188.5,1347.6,1542.4,1736.9,1904.8,2088,2214.4,2302.1,2368.3,2555.2,2753.2,2923.2,3055.2,3172.1,3242.9,3412.4,3596.6,3747,3893.3,4000.8,4072.8,4225.9,4400.8,4608,4745.3,4824.4,4891.2,5084.7,5260.4,5393.3,5541.2,5657.7,5730.8,5889.6,6067.1,6141.5,6270.3,6340.3,6504.6,6677.2,6816.6,6931.7,7000.2,7171.8,7340.8,7463.8,7499.8,7635.9,7793.3,7910.7,8072.3,8211.1,8292.6,8361.8,8512.9,8691.8,8840.8,8954.1,9025.9,9178.4,9356.3,9502.7,9614.6,9687.4,9848.1,10020,10176,10340,10519,10651,10732,10802,10972,11149,11286,11417,11532,11602,11777,11911,11997,12140,12207,12401,12513,12685,12820,12902,12969,13156,13344,13486
