r,r,e,i,i,l,e,e,a,b,r,n,n,a,b,r,n,n,a,b,r,l,e,e,a,b,r,l,e,e,a,b,r,n,n,a,b,r,n,n,a,b,i,r,e,e,a,b,r,l,r,r,e,e,a,b,r,n,n,n,a,b,e,r,e,e,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,e,r,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,l,i,i,r,e,e,a,b
1037.2,1206.4,1395.1,1546.2,1700.2,1826.1,1992.6,2121.2,2243.6,2314.6,2452.7,2621.9,2759,2885.7,2956.1,3090.5,3265.2,3398.7,3531.4,3601.2,3731.2,3896.8,4049.3,4179.4,4301.8,4372.2,4545.1,4723.7,4884.6,5021.2,5144.2,5216,5361.9,5540.2,5684.9,5817.7,5887.4,6043.2,6215.3,6353,6476.6,6546.5,6698.8,6791.6,6905.3,7040.7,7163.5,7236.8,7378.4,7557.2,7874.7,8024,8140.3,8282,8406.9,8478.5,8641.6,8835.6,8972.8,9110,9249.6,9321.5,9484.3,9571.9,9684.9,9828.6,9953.4,10026,10178,10343,10521,10670,10791,10930,11054,11127,11306,11478,11614,11756,11828,11992,12163,12336,12497,12642,12774,12899,12975,13122,13293,13436,13575,13647,13793,13983,14139,14280,14406,14483,14647,14826,14965,15105,15239,15311,15470,15646,15813,15996,16123,16246,16385,16514,16589
1087.3,1264.1,1417.2,1572.3,1733.9,1885.1,2081.8,2218.7,2298.2,2362.1,2515.9,2688.2,2825.5,2934.8,3006.5,3156.1,3333.7,3464.1,3579.8,3653.7,3796.8,3957.6,4144.4,4270.8,4354.2,4420.5,4612.6,4779.7,4986.6,5121.6,5198.8,5259.2,5429.6,5606.9,5753.8,5866.4,5941.6,6114.9,6283.6,6424.2,6527.8,6592.6,6728.9,6842.7,7010.7,7137.6,7215.1,7284.3,7443.3,7607.2,7925,8072.9,8244.3,8381.8,8459.8,8528.6,8711.5,8905.8,9043.5,9178.7,9301,9375.1,9511.2,9621.2,9791.8,9925.6,10007,10076,10244,10400,10542,10714,10895,11031,11106,11178,11378,11546,11682,11807,11879,12064,12222,12360,12549,12742,12878,12956,13002,13188,13364,13511,13626,13699,13860,14041,14248,14384,14463,14537,14713,14898,15035,15179,15292,15362,15537,15708,15845,16032,16173,16351,16487,16568,16640
