r,r,i,i,i,r,e,a,b,r,v,x,a,b,r,n,e,e,a,b,r,n,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,n,n,a,b,r,l,i,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,n,n,a,b,i,r,e,e,a,b,i,l,i,i
1087.7,1245.6,1431.8,1593.8,1740.2,1871.9,1988.3,2121.6,2193.3,2345,2514.9,2591.5,2712.7,2782.1,2920.8,3089.4,3239.1,3369.6,3492.6,3564.5,3701.2,3873.5,4014.2,4139.9,4271.5,4342.1,4495.1,4663.1,4841.8,4981.7,5105,5241.4,5364.7,5439.4,5579.2,5755.8,5895.3,6027.8,6099.6,6231.7,6398.8,6465.4,6585.3,6654.1,6811.2,6899.7,7012.9,7151.7,7277.2,7350.1,7495,7671.3,7813.1,7944,8016.7,8163.1,8342.9,8478.3,8616.6,8688.2,8846.7,9023.4,9206.4,9355.8,9446.2,9560.7,9700.7,9827.1,9900.1,10046,10212,10357,10492,10565,10712,10886,10960,11086,11158,11352,11439,11554,11694,11822,11894,12022,12224,12371,12515,12650,12723,12878,13048,13185,13326,13399,13633,13732,13844,13983,14109,14183,14600,14758,14948,15114
1142.4,1301,1468.7,1621.1,1773,1922.1,2091.6,2169.3,2242,2407.2,2559.1,2629.9,2758.9,2828.3,2986.3,3156.2,3334.4,3465.6,3545,3608.2,3763.6,3936.9,4078.9,4204.6,4319.1,4392.5,4566,4714.9,4877.1,5036.1,5207,5337.2,5420,5489,5644.3,5822.9,5962.8,6078.7,6147.6,6296.4,6423.2,6500.2,6634.2,6701.3,6846.4,6949.5,7121.2,7251.9,7324.7,7394.1,7559.2,7741,7882.9,7996.1,8065.7,8227.2,8409.5,8548.3,8666.1,8737.2,8920.1,9070,9243.1,9397,9493.7,9664.9,9803.5,9882.6,9944.7,10111,10286,10429,10543,10612,10781,10929,11001,11136,11209,11387,11487,11662,11784,11872,11940,12088,12295,12436,12588,12704,12771,12942,13121,13262,13377,13447,13673,13783,13949,14081,14164,14229,14640,14820,14984,15151
