i,l,l,l,i,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,a,b,r,n,n,n,a,b,r,n,n,n,a,b,r,v,x,a,b,r,n,n,a,b,r,v,x,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,r,l,i,l
1162.8,1350.3,1512.8,1670,1828.8,1996.1,2132.8,2263.7,2399.7,2518.3,2588.1,2752.5,2920.6,3068.4,3201.2,3272.7,3450.3,3630.6,3795,3941.9,4059.6,4194.3,4264.6,4428.2,4592.7,4731.7,4861.3,4999.4,5069.3,5205,5376.4,5519,5652.8,5791.8,5861.7,6014.2,6189.3,6256.6,6381.9,6451.6,6600,6776.3,6914.4,7049,7119.3,7265.2,7442.5,7508.4,7644.5,7714.9,7903.2,8077,8218.3,8354.3,8490.2,8562.6,8709,8803.4,8916.2,9049.6,9181.3,9252.5,9406,9579.3,9721.1,9857.5,9929.8,10079,10243,10349,10533,10691,10865
1201.1,1409.7,1573.3,1729.5,1870.9,2041.5,2188.3,2359.5,2494.3,2568.1,2641.1,2816.8,2994.4,3140.5,3255.2,3325,3512,3683.3,3831,3997.6,4161.7,4244,4311,4496.7,4664,4803.7,4932.3,5048.2,5121.7,5270.3,5444.2,5588.2,5724.4,5843.2,5915.9,6078.2,6222.2,6299.7,6432.2,6507.6,6665.9,6846.3,6983.7,7098.7,7167.9,7330.5,7478.3,7555.6,7699.9,7761.9,7972,8148.6,8291.2,8424,8539.2,8614.5,8750.3,8852.7,9015.7,9145.2,9231,9300.4,9464.9,9648.8,9791.3,9907.1,9974.5,10140,10272,10415,10579,10723,10895
