l,l,i,l,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,l,i,i,i,i,r,e,e,a,b,r,n,n,n,a,i,r,e,e,a,b,r,n,n,n,a,b,r,l,i,l,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b
1079.3,1237.8,1427.8,1581.5,1742.9,1868.2,1986,2122,2245.3,2316.9,2460.6,2620.1,2754.6,2882.6,2953.1,3079.8,3247.2,3311,3430.5,3501,3647.7,3735.2,3850.3,3994.8,4111.9,4184.3,4332.1,4511.2,4651.9,4784.7,4924.2,4996.9,5142.2,5314.2,5379.6,5505.1,5575.9,5750,5836.5,5950.7,6089.2,6213.6,6286.2,6437,6617.1,6754.2,6894.2,7021.4,7092.3,7232.3,7412.5,7581.8,7764,7927.4,8094.9,8188.2,8303.5,8440.3,8561.4,8634.5,8818.9,9002.1,9147,9289.2,9421.9,9548.2,9638.9,9766.8,9901.9,10018,10092,10255,10441,10590,10741,10890,10961,11107,11298,11481,11660,11840,11977,12096,12233,12360,12433,12604,12768,12911,13046,13189,13263,13420,13589,13651,13802,13874
1132.5,1300.4,1464.3,1643.9,1781.9,1918.5,2089.9,2221,2292.5,2361.8,2500.4,2689.8,2827,2932.5,3002.2,3145.8,3275.6,3353.3,3484.5,3547.9,3685.3,3784,3956.3,4081.6,4159.9,4234.1,4396.4,4584.6,4723.7,4859.2,4977.1,5043.8,5206.6,5342.8,5423.1,5555.8,5622.8,5789.3,5895.5,6058.5,6182.9,6263.9,6336.2,6501.2,6691.5,6828,6962.9,7072.3,7140.4,7299.2,7471.5,7624.3,7798.2,7964.5,8138.6,8244.4,8407.7,8541.3,8618,8686,8889,9068.6,9218.9,9362.3,9476.7,9585.9,9690.2,9865.2,9995.3,10066,10139,10320,10508,10658,10814,10940,11012,11177,11359,11528,11720,11884,12036,12202,12329,12413,12484,12666,12842,12985,13118,13240,13310,13482,13615,13694,13855,13924
