l,r,r,r,r,e,e,a,b,r,n,n,n,a,b,r,l,a,b,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,n,r,l,i,l,e,e,a,b,i,v,x,a,b,r,l,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,n,n,n,a,b,r,l,l,i,i,r,e,e,e,a,b
1076.7,1316.1,1495.2,1697.5,1863.2,1986.2,2125.2,2251.7,2321.9,2482,2661.4,2804.7,2939.2,3074.1,3143.9,3299.4,3488.7,3701.4,3770.3,4068.4,4182.3,4321.3,4448.4,4521.3,4668.5,4837.8,5001.6,5140.1,5261.5,5337.5,5536.6,5722.7,5864.1,6002.2,6073.3,6219.4,6249.8,6394.3,6564.3,6733.2,6899.2,7036.9,7160.9,7237.2,7585.2,7746.2,7828.2,7954.8,8026.8,8175.5,8354.4,8564.5,8635.7,8791.2,8886.6,9001.3,9144.4,9271.6,9344.7,9507.5,9683.2,9819.5,9944.3,10023,10199,10369,10529,10670,10792,10870,11020,11197,11335,11475,11549,11711,11806,11923,12065,12187,12267,12424,12604,12746,12897,12970,13143,13310,13476,13611,13737,13812,14024,14208,14341,14486,14619,14692,14863,15045,15113,15256,15328,15498,15593,15707,15851,15982,16056,16212,16404,16552,16699,16772,16923,17124,17271,17406,17544,17618,17787,17968,18161,18340,18520,18665,18786,18926,19059,19192,19268
1123.3,1362.6,1543.1,1743.3,1909.8,2087.6,2215.1,2303.1,2372,2542.9,2729.2,2868.8,3006.3,3123.6,3192.1,3365,3518.8,3746.1,3821.7,4116.6,4286.8,4409.4,4501.4,4569.1,4728,4905.9,5101.6,5235.5,5317.1,5385.7,5608.7,5788.1,5929.2,6047.4,6120.1,6247.4,6282.2,6446.5,6602.2,6785.9,6995.1,7136,7216.9,7283.3,7620.2,7789.4,7858.7,8008.2,8078,8237.9,8380.3,8616.2,8685.1,8824,8938.3,9105.1,9245.3,9325.3,9395,9565.7,9752.6,9885.1,10002,10071,10272,10421,10638,10766,10852,10919,11085,11262,11402,11521,11598,11751,11857,12025,12160,12251,12314,12490,12671,12817,12949,13019,13212,13368,13580,13706,13790,13859,14092,14277,14410,14557,14671,14744,14934,15076,15154,15308,15378,15540,15642,15808,15950,16037,16107,16283,16474,16624,16751,16820,16991,17195,17345,17481,17596,17668,17858,18025,18216,18385,18568,18717,18884,19028,19163,19247,19320
