l,l,i,r,r,r,r,l,i,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,r,l,i,i,e,e,a,b,r,r,e,e,a,b,r,n,n,n,a,b,r,l,i,r,e,e,a,b,r,n,n,a,b,r,n,n,a,b,r,i,r,e,e,a,b
1626.9,1791.7,1994.4,2143.6,2332.9,2496.5,2665.5,2826.8,2957.9,3079.2,3216.2,3335.7,3411.9,3549.1,3715.9,3853.1,3981,4056.6,4191.4,4372.4,4437.3,4549.8,4626.5,4778,4871.3,4987.6,5123.8,5241.5,5317,5454.2,5626.1,5762.7,5884.1,5963.2,6104.5,6270.9,6442.3,6575.5,6694.3,6831.4,6954.9,7027.4,7176.2,7345.4,7484.1,7619,7745.3,7818.4,7965.8,8138.6,8267.6,8397.2,8474.6,8621,8789,8946.9,9084.1,9206.7,9347.4,9467.9,9545.5,9715.7,9810.4,9930.3,10067,10188,10267,10430,10618,10758,10898,11034,11107,11255,11441,11609,11753,11874,12015,12139,12215,12424,12612,12756,12878,12959,13136,13318,13467,13617,13689,13839,14083,14214,14336,14481,14607,14680
1652.1,1848.1,2033.9,2199.7,2389.7,2549.3,2720.3,2891.2,3013.8,3178.9,3315.4,3394.5,3466.5,3616.7,3785.7,3922.6,4039.8,4115.3,4259.8,4407,4478.3,4609.3,4675.5,4825.7,4926.4,5092.2,5218.4,5301.3,5373.4,5524,5696.1,5833.4,5945.5,6018,6172.7,6329.8,6489.3,6631.7,6798.1,6929.8,7009.1,7078.9,7247.8,7417.9,7592.2,7723.4,7802.5,7871.9,8035.8,8212.7,8341.8,8455.9,8528.5,8692.2,8852,8993.8,9138.3,9312.2,9448.4,9529.3,9601.7,9765.3,9865.5,10033,10167,10248,10321,10507,10688,10829,10970,11086,11163,11327,11497,11657,11810,11981,12117,12193,12262,12494,12686,12829,12938,13011,13208,13393,13538,13673,13745,13910,14125,14267,14447,14582,14661,14733
