l,l,l,l,l,l,r,l,r,r,r,r,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,v,x,a,b,i,r,e,e,a,b,r,n,e,e,a,b,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,l,r,e,e,a,b,r,n,n,a,b,r,l,i,i,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r
1253.3,1410.2,1566.1,1779.8,1982.3,2152.2,2327.8,2506.9,2648.8,2824.1,3007.8,3211.1,3387.7,3523.8,3659.9,3778,3858.2,4020.5,4204.1,4343.5,4488.8,4628.6,4699.9,4833,5007.1,5169.9,5301.2,5423.4,5502.6,5646.6,5833.8,5998.7,6066.7,6193.9,6272.7,6419.8,6512.5,6631.2,6766,6895.6,6969.2,7106.4,7281.1,7425.3,7567.8,7694.2,7772.8,7933.8,8027.7,8149.7,8287.1,8416.2,8491.2,8622.3,8807.6,8948.7,9082.5,9155.9,9338.1,9423.4,9542.6,9682.4,9810.8,9888,10041,10222,10357,10494,10629,10706,10845,11027,11188,11326,11449,11527,11684,11872,12032,12173,12310,12434,12509,12641,12820,12956,13094,13167,13305,13500,13658,13829,13937,14055,14189,14315,14395,14560,14739,14886,15020,15157,15231,15354,15541,15690,15830,15958,16034,16199
1275.3,1454.3,1628.5,1840.2,2033.5,2211.8,2391,2567.6,2706.5,2883.5,3070.6,3275.3,3454.7,3629.2,3757.8,3846.2,3919.8,4096.6,4274.7,4413.4,4564.4,4683.8,4763,4913.4,5067.6,5265.2,5405.6,5486.1,5563.7,5731.9,5903.9,6038.6,6114.1,6259.2,6335.8,6472.6,6576,6732.2,6867.6,6953.5,7026.1,7182.7,7354.1,7531.9,7670.3,7758.1,7836.2,7995.7,8088.2,8256.4,8381.7,8476.6,8547.2,8708.3,8882.4,9021.5,9140.9,9217.9,9386.5,9487.9,9648.9,9787.3,9874.9,9946.2,10129,10296,10433,10568,10691,10767,10926,11088,11295,11430,11511,11586,11772,11934,12092,12284,12415,12494,12568,12724,12892,13036,13153,13228,13385,13566,13711,13885,14000,14160,14298,14379,14450,14645,14817,14965,15097,15215,15296,15439,15605,15801,15936,16021,16093,16281
