l,l,i,i,i,i,i,r,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b
1656.2,1809.2,1995,2147.7,2300.8,2428,2587.8,2744.8,2864.2,3002.3,3130.1,3203.1,3331.1,3495.3,3633.5,3763.9,3885.2,3964.6,4124.8,4216.4,4335.3,4479.1,4604.8,4677.2,4824.8,5015.4,5163.8,5295,5425.8,5505.1,5640.8,5809.4,5883.7,6024.2,6097.1
1701.8,1870.4,2036.8,2190.7,2340.3,2493.3,2650.1,2805.7,2970.8,3104.2,3186.4,3255.4,3399.9,3565.1,3705.2,3838.8,3948,4020.4,4183.4,4279,4444,4573.3,4665.2,4734.2,4903.9,5086.4,5237.3,5368.2,5484.4,5560.2,5712.3,5854.1,5926.8,6080.3,6148.1
