r,r,r,l,r,e,e,a,b,r,n,n,a,b,r,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,e,e,a,b,l,l,i,r,e,e,a,b,r,r,n,n,a,b,i,i,l,i,r,e,e,a,b,r
1056.9,1252.6,1452.4,1613.5,1789.7,1995.2,2119.2,2239.3,2308.3,2487.2,2670,2814.2,2950.8,3019,3153.2,3345.7,3477.2,3595.4,3666.6,3817.1,4000.8,4144.2,4286.6,4417.5,4487.1,4625.9,4797.2,4859.3,4986.1,5054.8,5235.9,5321.4,5434.7,5568.4,5690.7,5762.4,5912,6091.5,6267.7,6393.8,6516.9,6588.4,6783.5,6963.2,7135,7271.9,7390.1,7524.2,7645.8,7717.8,7903.6,7945.5,8099.1,8259.3,8405.7,8476.1,8791.5,8979.2,9172.2,9311.3,9449.2,9562.7,9697.6,9820.8,9893.1,10095
1104.2,1303.4,1502.3,1670.2,1842.1,2090.1,2211.5,2287.3,2355.2,2540.9,2735.6,2880.6,2994.3,3061.4,3214.3,3441.1,3572.5,3646.9,3714.8,3870.2,4064.8,4213.2,4357.8,4463.2,4537.5,4655.5,4819.3,4898.4,5032.4,5099.5,5256.3,5372.7,5544.5,5671.2,5740.4,5808.9,5971.7,6157.2,6363,6490.3,6564.3,6632.6,6806.5,7016,7165.9,7319.4,7487.9,7626.4,7696.6,7764.5,7943.7,7965.5,8169.3,8326.5,8454.8,8521.3,8826.5,9016.1,9205.2,9346.9,9501.5,9665.2,9802.2,9875.9,9937.5,10159
