l,l,l,l,i,r,r,r,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,a,b,r,n,n,a,b,i,i,e,a,b,r,n,n,a,b
1014.3,1169.9,1393.1,1571.2,1818.4,1964.2,2152,2329.8,2519.9,2696,2834.3,2957.9,3029.7,3167.6,3336.6,3473.2,3601.9,3679.3,3820.4,4026.9,4202.7,4343,4464.5,4593.2,4670.8,4818.5,4987.7,5132.7,5267.6,5344.8,5527.7,5620.4,5740.2,5878.4,5951.4,6137.3,6328.5,6463.8,6595.6,6667.7
1034.6,1222.6,1451.5,1630.9,1863.5,2023,2215.3,2398.4,2588,2803.9,2935.7,3015.9,3092.8,3249.5,3410.6,3551.8,3665.8,3738.1,3896.3,4091.6,4254,4402.7,4574.3,4656.3,4726.6,4903,5065.2,5203.8,5338.8,5409.5,5587.3,5689.2,5846.5,5935.8,6002.7,6213.8,6400.4,6540.7,6655.2,6727.1
