i,i,r,r,r,l,r,e,a,b,r,n,n,a,b,r,v,x,a,b,l,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,l,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,a,b,r,v,x,a,b,l,r,e,e,a,b,r,n,n,n,a,b,l,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,v,x,a,b,r,l,i,i,r,e,e,a,b,r,n,n,a,b
1406.6,1607.8,1782,1961.2,2138.6,2304.5,2439,2555.5,2686.6,2756.8,2893.7,3060.8,3205.1,3337.4,3405.8,3542.6,3703.4,3767.2,3880.2,3952.7,4123.2,4208.6,4320.8,4453.8,4576.8,4647.7,4793.4,4962,5104.8,5235.1,5304.8,5448.7,5617.6,5685.2,5807.5,5877.7,6042.8,6128.3,6238.6,6373.3,6496.4,6567.5,6711.3,6884.6,7027.8,7166.9,7297,7367.2,7505.9,7676.8,7851.5,7982.7,8104.4,8176.2,8326.4,8502.7,8643.8,8775.2,8850.2,8987.9,9166.3,9230.2,9344.3,9419.1,9600.5,9686,9795.7,9933.4,10058,10131,10309,10494,10636,10776,10906,10976,11139,11227,11339,11470,11596,11668,11850,12033,12181,12316,12455,12526,12668,12849,13046,13181,13300,13374,13532,13714,13776,13926,13997,14289,14487,14675,14843,14936,15049,15189,15313,15384,15537,15725,15860,16005,16074
1444.1,1644.2,1827.6,2017.5,2192,2367.7,2493.2,2656.7,2736.3,2802,2958.6,3132.8,3277.2,3381.7,3453.8,3602.2,3732.2,3803.5,3933.9,4000.8,4160.5,4256.2,4418.3,4554.8,4628.5,4693.4,4855.1,5027.7,5173.3,5283.4,5356.8,5511.3,5652.5,5728.6,5861,5924,6080.2,6174.8,6341.8,6465.6,6548.2,6614.9,6773.3,6955.2,7093.8,7233.9,7350.6,7420.9,7570.5,7731.6,7954.2,8079.9,8158.9,8224.5,8389.2,8574.7,8717.5,8831.3,8906,9051.6,9196.8,9275.1,9399.7,9467.2,9633.8,9732.8,9906.3,10033,10106,10172,10372,10566,10708,10844,10955,11029,11175,11277,11441,11570,11652,11716,11917,12106,12248,12388,12506,12576,12734,12908,13151,13273,13358,13422,13597,13743,13816,13979,14049,14356,14547,14716,14886,14986,15159,15283,15362,15435,15602,15798,15935,16056,16127
