e,e,a,b,r,n,n,a,b,r,l,l,i,l,e,e,a,b,r,n,n,n,a,b,r,v,x,a,b,i,r,e,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b
-3.5084,103.32,238.17,308.23,462.34,640.98,779.33,912.44,982.49,1137.2,1316.3,1483.2,1663.7,1836.7,1986.9,2121.7,2246.7,2321.1,2481.2,2653.1,2796.6,2940.6,3070.2,3144.2,3278,3452.3,3520.6,3647.2,3720.7,3900.1,3993.3,4110.3,4245,4386.2,4504.8,4579.6,4728.2,4911.2,5049.9,5214,5363.3,5435.3,5596,5785.8,5955.1,6089.5,6216.8,6290.9
82.307,206.65,294.22,366.02,541.15,714.54,852.89,966.73,1047.3,1203.1,1372.8,1537.6,1702.6,1887.8,2077.1,2219.3,2302.5,2372.6,2549.5,2718.4,2865.5,3005.9,3121.2,3196.2,3346.1,3476.3,3550.8,3699.3,3770,3935,4044,4214.3,4342.6,4474.9,4561.7,4630.4,4800.9,4980.1,5118.2,5283,5414.5,5486.8,5667.8,5839.3,6059.5,6184.6,6272.6,6339.8
