l,l,l,l,r,r,r,r,l,r,e,e,a,b,r,n,n,l,l,i,i,i,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,r,e,e,a,b,r,n,n,i,i,i,r,e,e,a,b,r,n,n,n,n,a,b,r,l,r,v,x,a,b,i,r,e,e,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,v,x,a,b,i,r,e
1270.1,1450,1609.1,1793.3,1989.9,2187.6,2383.2,2584,2753.7,2894.5,3045.2,3179,3307.1,3380.1,3568.5,3758.6,3896.4,4073.3,4246.3,4462.6,4625.2,4791.6,4928.5,5055.7,5193.3,5319.5,5392.4,5549.8,5726.3,5863.5,6005.8,6151,6221.3,6360.8,6536.4,6699.6,6838.5,6961.8,7035.1,7168.4,7364.3,7510.9,7648.9,7842.8,7975.9,8103.3,8176.5,8343,8530.4,8684.6,9339.3,9514.3,9687.2,9788.4,9909.9,10049,10178,10251,10391,10562,10694,10826,10956,11090,11164,11298,11461,11565,11744,11828,11943,12019,12154,12244,12360,12500,12630,12703,12844,13021,13111,13237,13315,13477,13571,13691,13830,13959,14034,14181,14354,14499,14648,14721,14944,15120,15267,15405,15531,15612,15766,15942,16093,16229,16356,16432,16574,16754,16900,17040,17172,17247,17407,17584,17727,17862,17988,18062,18233,18435,18517,18647,18721,18922,19021,19135
1314.5,1507,1666.4,1858.6,2050,2248.2,2449.6,2648.7,2814,2952.1,3150.1,3282.3,3364.8,3435.3,3643.1,3828.9,3965.8,4143.2,4313.9,4519.3,4676.3,4846.1,4991.3,5158.5,5289.9,5376,5449.3,5623.2,5796.8,5936.2,6077.2,6207.3,6282.8,6439,6600.3,6808.9,6938.9,7017.1,7093.3,7244.1,7440.2,7584.4,7712.8,7939.7,8072.5,8158.1,8225.8,8409.6,8599.9,8756.5,9389.8,9565.6,9732.7,9853.1,10014,10144,10234,10305,10471,10633,10768,10900,11028,11143,11219,11367,11518,11638,11796,11871,11998,12073,12203,12300,12468,12601,12685,12762,12924,13084,13152,13294,13372,13531,13629,13792,13936,14019,14083,14247,14426,14571,14701,14779,15016,15199,15341,15479,15596,15671,15848,16002,16196,16333,16415,16484,16648,16825,16973,17113,17232,17304,17486,17647,17830,17958,18047,18118,18305,18483,18566,18702,18778,18976,19078,19203
