r,r,r,r,l,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,l,l,i,i,r,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,i,r,e,e,e,a,b,r,n,e,e,a,b,r
1058.2,1231.2,1376.2,1564.8,1734.7,1861.9,1995.8,2134.8,2264.6,2337.9,2491.8,2662.2,2807.6,2937.5,3010.8,3145.5,3324.2,3399.7,3516.6,3593.5,3732.2,3822.3,3941.2,4082.3,4212.4,4287.9,4427.9,4599,4746.1,4883,5010.7,5083.5,5232.4,5411,5553.2,5683.2,5756.2,5922.8,6010.2,6127.5,6267.8,6394.2,6468,6622.6,6795.2,6928,7060.5,7188,7266.8,7402.3,7571.1,7729.5,7865.4,7994.5,8068.2,8211.9,8400.7,8552.9,8723.8,8884.2,9019.2,9144.8,9279,9354.2,9529,9724.1,9869.5,10013,10084,10216,10382,10458,10579,10653,10819,10912,11028,11163,11296,11370,11564,11761,11901,12033,12114,12306,12402,12524,12660,12798,12921,13000,13159,13345,13507,13642,13768,13842,14016
1120.7,1286.7,1426.4,1626.2,1795.2,1916.9,2103.9,2233.7,2316.9,2390.2,2561.9,2734.1,2877.6,2990.5,3063.2,3213.8,3363.8,3431.6,3573.8,3644.5,3775.3,3875.2,4044.1,4192.4,4267,4340.1,4494.3,4668.5,4855.3,4989,5063.8,5132.1,5298.1,5476.9,5626.1,5739.6,5809.4,5962.1,6061.1,6234,6371.6,6446.8,6517.1,6691.3,6867.3,6999.3,7129.5,7246.2,7323,7473,7634.7,7833,7970.1,8048,8120.3,8280.4,8469.5,8618.6,8760.7,8933,9075.3,9247.2,9332.6,9406.2,9601.1,9798.5,9943.6,10069,10145,10291,10426,10495,10633,10705,10865,10969,11137,11271,11351,11419,11640,11835,11975,12094,12166,12354,12464,12620,12761,12902,12981,13052,13227,13417,13607,13745,13826,13898,14090
