r,r,r,l,r,r,e,a,b,r,n,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,r,l,e,e,a,b,r,n,n,n,a,b,i,r,e,e,a,b,r,n,n,a,b,r,l,i,r,e,e,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,n,l,i,r,e,e,a,b
1047.4,1212.8,1381,1549.4,1681.8,1849,1987.6,2114.1,2185.8,2332.7,2499.9,2641.4,2777.6,2895.9,2967.8,3108.7,3284.4,3426.4,3566.9,3636.8,3767.2,3856,3968.9,4101.3,4223.1,4296.6,4459.9,4635.2,4770.3,4900.1,4972.1,5114,5287,5350.9,5472.9,5543.2,5691.8,5781.7,5895.8,6037.3,6162.3,6238.2,6371.1,6543.9,6682.2,6820.8,6893.2,7031.3,7199.3,7357.3,7493.5,7617.6,7691.1,7823.1,7997.6,8135.1,8282.6,8419.9,8493.1,8626.7,8806.8,8973.2,9101.8,9228.1,9300.9,9450.9,9623.7,9764.7,9901.6,10031,10103,10302,10398,10513,10650,10779,10851,11015,11189,11327,11499,11570,11725,11907,12066,12190,12314,12448,12575,12652,12812,12999,13065,13197,13270,13421,13515,13631,13777,13902,13976,14158,14335,14469,14641,14806,14970,15091,15230,15356,15431
1096.5,1265.7,1433.5,1608.8,1728.2,1897.7,2088.5,2167.2,2231.8,2393.1,2564.1,2745.7,2872.1,2948.9,3014.8,3170.3,3349.7,3499.1,3616,3689.2,3804.3,3909.5,4071.9,4201.1,4277.6,4342.6,4530.2,4705.3,4837.4,4950.8,5022.8,5182.6,5317,5393.2,5521,5589.8,5716.7,5830.5,6000.2,6138.3,6220.2,6286.9,6436.7,6611.3,6748.9,6872.3,6940.5,7096.9,7257.1,7457.2,7594.8,7674.6,7740.2,7893.7,8064.4,8204.1,8353.4,8474.2,8541,8697.9,8864.9,9069.8,9197,9278.1,9348.9,9522,9693.1,9840.8,9974.8,10081,10154,10345,10452,10622,10754,10834,10899,11083,11265,11399,11554,11619,11797,11966,12109,12245,12411,12550,12631,12701,12879,13027,13100,13250,13316,13458,13568,13737,13877,13957,14026,14236,14404,14541,14701,14854,15028,15196,15328,15416,15483
