l,w,w,r,l,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,r,l,r,p,d,d,d,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,p,d,d,d,p,a,c,r,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,l,r,p,a,c,r,p,a,c,x,y,l,r,p,a,c,x,y,l
2803.9,3026.8,3348.8,3624.8,3787.8,4000.5,4156.7,4307.5,4373.4,4441.4,4539.6,4641.1,4709.2,4993.4,5153.8,5308.2,5376,5440.4,5539.7,5642.7,5710.5,6000,6160.2,6376.5,6522.5,6679.3,6745.9,6814,6915.3,7019.5,7086.8,7337.8,7478.2,7655.1,7850.1,8002.8,8146.1,8212.8,8461.8,8607.3,8774.5,8960.5,9112.2,9248,9317.6,9593.4,9740.3,9910,10101,10252,10403,10471,10539,10640,10744,10811,11091,11245,11397,11465,11534,11635,11750,11810,12102,12272,12480,12632,12770,12842,13112,13254,13456,13655,13810,13966,14036,14103,14204,14310,14378,14768,14932,15151,15303,15445,15515,15839,15998,16143,16215,16519,16664,16865,17083,17243,17393,17463,17757,17906,18114
2869.7,3209.4,3496.2,3679.2,3890.1,4058.8,4224,4351.6,4421.4,4502.9,4603.4,4696.7,4852.1,5054.7,5228.3,5354.9,5424.7,5500.3,5606.2,5699,5856.7,6055.4,6239.7,6430.9,6594.7,6726.2,6799.1,6876,6983.2,7077.9,7235.9,7458.2,7535.4,7716.7,7912.9,8075.7,8197.3,8354.7,8589.4,8666.9,8839.4,9026.1,9186.5,9308.8,9468.8,9724.7,9799.6,9977.9,10162,10320,10451,10524,10600,10705,10802,10958,11146,11317,11445,11519,11597,11702,11794,11954,12171,12357,12543,12707,12830,12993,13240,13313,13516,13716,13884,14014,14084,14168,14268,14372,14528,14831,15014,15206,15376,15504,15665,15902,16070,16201,16365,16646,16723,16927,17143,17314,17454,17617,17890,17965,18182
