l,w,w,w,r,w,r,p,d,d,d,p,a,c,r,p,a,c,l,r,p,a,c,r,l,w,r,p,d,d,d,p,a,c,r,p,a,c,x,y,l,r,p,a,c,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,r,p,a,c,x,y,l,r,p,a,c,r,l,r,p,a,c,x,y,l,r,p,d,d,d,p,a,c,x,y,l,w,r,p,a,c,x,y,w,r,p,d,d,d,p,a,c,r,w,r,p,d,d,d,p,a,c,l,r,p,a,c
4482.8,4697.2,4911.1,5131.6,5458.8,5631.5,5910.8,6063.7,6218.8,6288.2,6356.9,6458.4,6562.4,6629.9,6922,7089.8,7242.2,7309.2,7586.2,7774.2,7932.2,8077.2,8146.2,8432.7,8599.2,8753.7,9083.1,9234.1,9394,9464.1,9531.6,9632.3,9739.2,9807,10098,10258,10397,10468,10722,10868,11039,11216,11372,11508,11578,11879,12038,12181,12249,12542,12690,12866,13057,13212,13370,13439,13507,13607,13713,13781,14081,14243,14381,14452,14777,14924,15107,15308,15461,15603,15673,15974,16152,16356,16508,16655,16726,17020,17167,17355,17570,17724,17886,17955,18023,18126,18233,18302,18803,18947,19130,19283,19850,20007,20160,20229,20524,20673,20875,21089,21247,21408,21480,21548,21650,21758,21827,22386,22543,22833,22994,23162,23233,23304,23405,23513,23582,23930,24227,24391,24543,24615
4548.9,4808.2,5026,5318.7,5519.2,5780.5,5972,6140.8,6266.9,6337.4,6420.2,6528,6622.9,6782.1,6986.9,7167.2,7302.9,7465.3,7655.2,7842.5,8006.4,8137.6,8299.8,8501.8,8682.9,8961.6,9149.1,9310.3,9445.4,9516.3,9595.6,9703.8,9799.8,9958.8,10161,10333,10459,10620,10852,10928,11111,11279,11449,11568,11730,11943,12111,12242,12404,12668,12750,12933,13123,13285,13420,13489,13570,13675,13772,13932,14146,14318,14445,14604,14907,14988,15178,15376,15537,15666,15829,16040,16229,16422,16586,16718,16881,17153,17234,17427,17638,17799,17937,18006,18091,18198,18294,18457,18930,19009,19197,19483,19917,20081,20221,20387,20656,20736,20946,21156,21320,21459,21533,21614,21719,21818,21985,22450,22685,22901,23077,23213,23287,23368,23476,23574,23738,24000,24293,24471,24607,24772
