l,w,w,w,l,r,l,w,r,r,l,w,w,r,p,d,p,d,p,a,c,r,l,w,r,p,d,d,d,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,x,y,l,w,r,p,d,d,d,p,a,c,l,l,r,l,r,p,d,d,d,p,a,c,r,l,r,p,d,d,d,p,a,c
1772.3,1944.2,2232.6,2505.2,2795.2,3071.6,3246.3,3434.8,3798.3,4101.1,4337.6,4506.6,4734.8,5113.4,5275.5,5431.6,5502.3,5571.4,5673.6,5778.3,5847.7,6151,6325.2,6502.6,7292.2,7445.1,7610,7679.5,7748.4,7851.5,7958.5,8027.4,8303.6,8451.6,8631.8,8779,9143,9294.9,9452.3,9522.8,9592.8,9696.9,9804.4,9873.8,10161,10313,10494,10657,11043,11210,11366,11436,11506,11611,11716,11787,12123,12286,12640,12823,13146,13314,13476,13546,13617,13720,13827,13897,14353,14521,14832,14993,15153,15225,15297,15400,15508,15578
1827.8,2083.5,2385.8,2669.1,2920.1,3127.4,3339.3,3658.2,3860,4152.2,4427.1,4634,4953.8,5166.8,5349.3,5481,5552.5,5636.8,5740.3,5838.7,6001.7,6216.9,6424,6699,7347.5,7517.7,7659,7731.5,7812.6,7918.6,8017.3,8180.2,8427.3,8512.3,8699.5,8984.4,9200,9372.3,9503.9,9575.6,9657.5,9759.7,9862.2,10027,10297,10376,10564,10887,11111,11283,11415,11489,11572,11684,11777,11939,12202,12370,12698,12963,13209,13387,13525,13599,13681,13789,13890,14053,14417,14616,14889,15069,15204,15278,15363,15468,15568,15734
